customer_id,segment,clv,acquisition_channel,region,acquisition_date
17507,Retail,634.82,Referral,UK,2009-03-30
17458,Wholesale,4855.74,Online,UK,2009-12-28
17773,Retail,259.09,Partner,UK,2009-07-31
12812,Retail,264.26,Online,Germany,2009-09-13
13593,Corporate,2741.03,Online,UK,2009-07-23
13149,retail,812.34,Online,UK,2009-06-23
13720,Retail,248.74,Online,Netherlands,2009-11-16
12660,Corporate,12149.53,Referral,UK,2009-04-21
18028,Retail,326.28,Referral,UK,2009-02-15
17457,Retail,823.09,Online,UK,2009-08-07
16409,Retail,1040.63,Online,UK,2009-07-29
18096,Retail,541.18,Online,UK,2009-01-29
17201,Retail,949.05,Online,UK,2009-10-08
16964,retail,,Online,Germany,2009-01-02
15181,Corporate,9110.08,Direct Sales,France,2009-07-01
15356,Retail,1089.64,Online,UK,2009-03-16
15148,Corporate,6581.63,Online,Netherlands,2009-10-12
17646,Retail,242.99,Direct Sales,UK,2009-02-26
15535,Wholesale,1127.57,Online,EIRE,2009-01-02
17583,Corporate,11614.32,Partner,Germany,2009-11-17
15062,Retail,616.98,Online,Netherlands,2009-02-11
14711,Retail,591.38,Partner,UK,2009-02-23
17635,Corporate,14372.13,Online,UK,2009-03-18
17227,Retail,286.88,Partner,Germany,2009-12-12
18127,retail,886.72,Trade Show,Germany,2009-04-01
12874,Corporate,3677.85,Direct Sales,UK,2009-03-04
13178,corporate,7093.54,Online,Netherlands,2009-09-11
15119,Corporate,2194.98,Trade Show,UK,2009-02-08
12943,Corporate,6701.66,Referral,UK,2009-11-17
15413,Retail,463.09,Direct Sales,UK,2009-10-21
18115,Retail,,Online,,2009-04-12
12944,Wholesale,1530.84,Partner,UK,2009-08-05
13398,Retail,172.05,Direct Sales,France,2009-03-24
17862,Retail,149.03,Online,UK,2009-09-16
17929,RETAIL,258.03,Online,Germany,2009-03-30
15357,Wholesale,969.4,Referral,Netherlands,2009-01-01
14174,Wholesale,2229.15,Referral,Other Europe,2009-10-24
12878,Retail,575.91,Online,UK,2009-02-16
13843,Corporate,6806.59,Online,UK,2009-06-05
13992,RETAIL,340.68,Referral,Germany,2009-10-20
14029,Wholesale,4383.33,Direct Sales,France,2009-10-15
14518,Retail,117.04,Direct Sales,Germany,2009-06-08
14103,Retail,450.26,Referral,Germany,2009-08-22
15334,Retail,1104.66,Online,Other Europe,2009-06-23
13285,Retail,837.43,Online,UK,2009-04-27
16276,retail,1187.49,Partner,UK,2009-11-23
15302,Wholesale,1387.95,Online,UK,2009-08-01
14468,Wholesale,4627.62,Online,France,2009-11-07
17877,Corporate,6042.65,Partner,UK,2009-10-09
14409,Retail,110.18,Direct Sales,France,2009-10-14
14272,Retail,95.33,Online,Other Europe,2009-05-26
12938,RETAIL,1129.56,Referral,UK,2009-06-18
12355,Retail,1032.69,Trade Show,UK,2009-03-15
17685,Retail,795.54,Trade Show,France,2009-06-16
13509,Retail,1018.94,Direct Sales,UK,2009-07-20
13462,Corporate,13160.58,Online,UK,2009-07-16
13360,Retail,114.1,Referral,Other Europe,2009-09-14
12598,Retail,,Online,Germany,2009-05-29
16486,Wholesale,1273.93,Online,France,2009-04-12
15798,Corporate,8998.72,Partner,Other Europe,2009-10-22
12416,Retail,406.77,Direct Sales,France,2009-02-04
13237,Corporate,3358.24,Partner,France,2009-08-05
15188,corporate,8644.48,Online,Netherlands,2009-10-30
13917,corporate,10926.46,Partner,,2009-01-28
13833,Corporate,4988.94,Partner,Other Europe,2009-07-11
13231,Wholesale,2729.25,Trade Show,UK,2009-08-25
13331,Retail,756.72,Referral,UK,2009-07-29
15284,Retail,270.25,Online,,2009-03-13
16254,Wholesale,3046.16,Direct Sales,UK,2009-07-24
14293,Retail,203.16,Direct Sales,,2009-01-18
16604,Corporate,2129.6,Online,France,2009-08-02
14394,Corporate,2322.62,Online,EIRE,2009-06-26
14980,Wholesale,3960.37,Trade Show,France,2009-12-10
16736,Wholesale,2233.54,Online,UK,2009-01-12
16646,Retail,1140.69,Direct Sales,,2009-10-21
16794,Retail,373.48,Direct Sales,UK,2009-08-18
14033,Corporate,6758.37,Referral,UK,2009-08-10
13140,Retail,228.07,Referral,UK,2009-03-24
16122,Retail,982.19,Referral,UK,2009-12-03
16077,Retail,,Partner,UK,2009-01-28
12783,Retail,778.28,Online,UK,2009-06-01
17470,Retail,788.43,Referral,France,2009-10-14
15552,Corporate,3136.42,Trade Show,,2009-01-12
12973,Retail,471.76,Online,UK,2009-03-17
13387,retail,,Direct Sales,Germany,2009-03-13
16156,Wholesale,,Online,Netherlands,2009-08-01
14456,Retail,183.91,Direct Sales,UK,2009-07-21
16651,Retail,906.46,Online,UK,2009-10-21
16517,Corporate,13162.74,Direct Sales,UK,2009-08-15
13213,Corporate,8167.89,Online,UK,2009-08-25
15984,Retail,1061.23,Direct Sales,UK,2009-03-07
17016,Retail,642.47,Online,Other Europe,2009-11-07
13587,corporate,4499.35,Direct Sales,UK,2009-12-20
13300,Retail,,Referral,UK,2009-10-16
16178,Wholesale,1372.76,Partner,Germany,2009-06-16
12699,Wholesale,,Online,UK,2009-10-10
13334,Wholesale,4892.65,Referral,France,2009-04-10
16421,Corporate,7324.29,Online,EIRE,2009-10-02
16260,Retail,,Online,France,2009-06-18
14597,Corporate,,Online,UK,2009-09-26
13027,Corporate,6936.59,Direct Sales,France,2009-10-25
13827,retail,,Trade Show,Other Europe,2009-10-01
14970,Retail,405.89,Online,Other Europe,2009-06-24
18015,Corporate,3633.59,Online,UK,2009-12-20
15261,Retail,864.14,Referral,France,2009-03-24
14108,Retail,447.68,Online,,2009-12-14
17936,Retail,264.09,Direct Sales,Germany,2009-11-13
15541,Wholesale,2918.4,Referral,Germany,2009-05-29
16756,Corporate,7690.95,Online,EIRE,2009-09-09
14521,Retail,,Referral,France,2009-08-27
17348,Corporate,,Online,UK,2009-09-13
13533,Corporate,6021.21,Online,Germany,2009-01-20
17718,Corporate,2434.51,Online,Other Europe,2009-07-23
16009,RETAIL,297.99,Direct Sales,UK,2009-07-22
15195,Corporate,2428.7,Partner,Germany,2009-05-07
18180,Retail,730.7,Referral,UK,2009-10-27
12400,Wholesale,4986.07,Online,Netherlands,2009-01-18
17489,Retail,499.76,Direct Sales,France,2009-04-10
16995,Retail,258.44,Online,EIRE,2009-12-15
17199,Retail,,Direct Sales,UK,2009-12-02
16016,Retail,574.01,Trade Show,UK,2009-08-18
14606,Wholesale,4237.2,Referral,Germany,2009-06-20
13807,Wholesale,1868.82,Online,Germany,2009-08-06
13260,Wholesale,,Referral,Germany,2009-08-29
17480,Retail,709.52,Direct Sales,Other Europe,2009-01-27
16773,Corporate,13482.56,Online,UK,2009-03-16
17834,Wholesale,2825.9,Online,Germany,2009-11-16
14828,Wholesale,1045.97,Online,UK,2009-11-22
17113,Retail,,Direct Sales,UK,2009-06-14
16442,corporate,13820.29,Online,UK,2009-07-28
17570,Corporate,8254.63,Online,UK,2009-05-05
16520,Corporate,,Referral,UK,2009-06-20
18042,Corporate,5095.62,Trade Show,France,2009-02-08
17700,RETAIL,488.14,Referral,Other Europe,2009-12-17
14216,Retail,926.34,Online,UK,2009-05-12
15280,Corporate,2917.15,Trade Show,UK,2009-09-29
16294,Corporate,11359.47,Referral,UK,2009-04-11
15740,Retail,1147.83,Online,France,2009-12-12
14070,Retail,110.66,Direct Sales,France,2009-03-10
12703,Retail,630.65,Online,UK,2009-04-19
15634,RETAIL,209.45,Direct Sales,UK,2009-03-20
12801,Corporate,2003.13,Referral,UK,2009-09-19
15080,Retail,1005.93,Online,UK,2009-12-05
13513,Wholesale,1486.09,Direct Sales,EIRE,2009-06-04
12467,Wholesale,4327.99,Referral,UK,2009-03-12
12716,Retail,396.33,Trade Show,UK,2009-02-08
16245,Retail,1106.89,Referral,UK,2009-04-10
17648,Wholesale,4391.46,Direct Sales,UK,2009-09-21
17448,Wholesale,2119.48,Online,UK,2009-07-12
16503,Retail,604.19,Referral,Other Europe,2009-11-18
14287,Corporate,11519.09,Online,UK,2009-03-30
14679,Wholesale,817.59,Online,France,2009-08-15
14078,Wholesale,858.86,Online,Other Europe,2009-09-03
16248,Retail,630.94,Partner,UK,2009-02-15
16080,Retail,111.61,Trade Show,France,2009-02-21
15387,Corporate,13694.96,Online,Germany,2009-07-26
14610,Wholesale,3526.45,Trade Show,UK,2009-10-14
16610,Retail,352.03,Referral,UK,2009-08-21
13503,Wholesale,3756.93,Direct Sales,UK,2009-12-19
15009,Corporate,13338.66,Online,UK,2009-04-21
13089,Wholesale,2515.51,Partner,UK,2009-01-13
17076,Corporate,12809.74,Direct Sales,,2009-10-24
14201,Corporate,2685.23,Trade Show,UK,2009-11-03
12439,Wholesale,,Referral,Germany,2009-06-30
18176,Corporate,10632.96,Online,UK,2009-07-09
13487,Corporate,13347.17,Online,UK,2009-05-31
13248,Retail,1022.61,Online,UK,2009-10-05
13419,Retail,1004.79,Online,,2009-03-22
14448,Retail,648.18,Online,Germany,2009-02-15
16632,Retail,371.73,Referral,UK,2009-10-27
15087,Corporate,,Trade Show,France,2009-01-08
15274,Retail,302.19,Online,UK,2009-07-03
15717,retail,230.1,Online,Other Europe,2009-09-01
13814,Corporate,2252.22,Partner,EIRE,2009-09-07
13914,Corporate,10287.48,Partner,UK,2009-06-07
12554,Retail,1175.01,Referral,Other Europe,2009-04-19
13104,Corporate,14098.74,Online,UK,2009-02-18
15121,Corporate,3172.54,Trade Show,UK,2009-01-22
15147,Corporate,7721.57,Direct Sales,Netherlands,2009-08-02
17043,corporate,8132.62,Online,Germany,2009-06-16
13421,Wholesale,,Referral,EIRE,2009-10-05
16456,Retail,837.1,Online,UK,2009-11-10
15993,RETAIL,794.13,Trade Show,France,2009-11-16
14654,Corporate,6613.67,Referral,UK,2009-11-22
15551,Wholesale,4407.72,Online,Germany,2009-03-24
15477,Retail,1168.45,Trade Show,UK,2009-03-11
15690,Retail,743.23,Online,Germany,2009-05-12
13116,Wholesale,3124.4,Direct Sales,UK,2009-02-25
17319,Corporate,5349.22,Direct Sales,UK,2009-06-30
17958,Retail,541.59,Online,UK,2009-07-09
17599,Retail,1046.88,Referral,UK,2009-04-01
14631,Retail,435.95,Direct Sales,Germany,2009-03-31
16653,RETAIL,,Direct Sales,UK,2009-09-29
12447,Retail,257.0,Direct Sales,UK,2009-11-15
13667,RETAIL,398.97,Online,UK,2009-02-20
14688,Wholesale,4448.96,Online,UK,2009-09-26
13528,retail,588.84,Trade Show,UK,2009-10-07
14515,RETAIL,919.81,Direct Sales,UK,2009-08-04
15033,Wholesale,3611.53,Direct Sales,UK,2009-11-27
15844,corporate,14725.13,Online,Other Europe,2009-11-25
12892,Retail,629.11,Referral,UK,2009-09-18
15339,Wholesale,4204.87,Online,UK,2009-01-01
16901,Retail,757.73,Direct Sales,UK,2009-04-20
13347,Retail,1023.51,Online,Germany,2009-12-16
13636,corporate,13158.85,Trade Show,Germany,2009-11-16
13556,Retail,148.8,Referral,Netherlands,2009-12-04
17405,Retail,498.58,Online,EIRE,2009-10-30
17682,Corporate,12342.52,Direct Sales,UK,2009-01-15
14791,Retail,670.61,Direct Sales,Germany,2009-01-20
17231,Wholesale,1355.15,Referral,UK,2009-01-10
12371,retail,1151.67,Partner,Netherlands,2009-10-09
17347,Wholesale,1639.47,Referral,,2009-04-16
16053,Retail,903.29,Online,France,2009-06-26
15430,Wholesale,1158.72,Online,Netherlands,2009-04-22
17869,Wholesale,3552.83,Direct Sales,UK,2009-08-21
17652,retail,278.94,Online,,2009-10-23
15503,Retail,260.24,Online,UK,2009-07-13
14372,Retail,,Partner,UK,2009-08-03
16242,Retail,443.56,Referral,UK,2009-07-23
13301,Retail,318.41,Online,UK,2009-12-31
17235,Retail,279.62,Direct Sales,,2009-02-14
15328,Corporate,2317.08,Direct Sales,UK,2009-11-06
13592,Corporate,10840.6,Online,France,2009-10-12
13580,Retail,877.38,Online,UK,2009-06-29
14111,Retail,382.57,Referral,UK,2009-10-29
14483,Retail,999.97,Referral,UK,2009-05-05
16489,Corporate,9064.28,Partner,Netherlands,2009-03-16
17071,Corporate,12844.13,Online,Germany,2009-07-19
13709,Retail,439.65,Online,UK,2009-03-08
13081,Corporate,14477.28,Online,UK,2009-09-28
17168,Retail,,Direct Sales,Germany,2009-01-15
12913,Corporate,9308.45,Online,UK,2009-07-05
13642,Retail,472.37,Direct Sales,France,2009-06-02
13659,Retail,327.91,Referral,UK,2009-10-10
17783,Wholesale,4018.48,Referral,EIRE,2009-10-18
17208,Retail,1190.91,Referral,Netherlands,2009-09-19
16032,Wholesale,1664.73,Online,UK,2009-09-02
14945,Wholesale,1103.98,Direct Sales,UK,2009-07-15
14734,Retail,653.37,Referral,UK,2009-02-24
18283,Retail,615.8,Online,UK,2009-08-02
15663,RETAIL,873.59,Direct Sales,UK,2009-05-16
13315,Retail,885.0,Online,UK,2009-08-03
14308,Corporate,6507.34,Partner,EIRE,2009-11-01
13128,Wholesale,2925.39,Online,UK,2009-08-09
15266,Retail,789.21,Referral,UK,2009-05-23
14062,Retail,1074.26,Direct Sales,EIRE,2009-07-14
17214,Wholesale,2511.1,Partner,France,2009-07-05
15625,Wholesale,4763.85,Online,UK,2009-04-25
16755,Retail,819.6,Online,UK,2009-10-08
14475,Corporate,8736.84,Online,UK,2009-06-08
12480,RETAIL,591.44,Online,France,2009-11-12
13950,Retail,318.01,Online,UK,2009-01-05
12817,Wholesale,1335.11,Online,UK,2009-12-15
17098,Retail,399.95,Trade Show,UK,2009-10-16
15812,Corporate,2953.73,Referral,UK,2009-12-13
13543,Retail,,Online,France,2009-09-24
18155,RETAIL,958.34,Online,Germany,2009-02-25
15601,corporate,12980.66,Partner,EIRE,2009-07-19
14692,Retail,616.93,Online,UK,2009-12-20
14920,retail,961.42,Direct Sales,UK,2009-07-26
13852,Corporate,12086.25,Online,Germany,2009-06-25
16769,retail,829.38,Online,France,2009-07-20
16859,Wholesale,,Online,Other Europe,2009-10-16
12973,Retail,471.76,Online,UK,2009-03-17
17015,Retail,428.36,Online,UK,2009-03-20
16478,Retail,918.33,Partner,,2009-08-18
14050,Retail,712.87,Referral,,2009-02-14
17132,retail,766.65,Referral,France,2009-12-11
15733,Retail,924.81,Online,EIRE,2009-07-12
12714,Corporate,,Online,UK,2009-04-24
17551,Wholesale,1603.41,Direct Sales,UK,2009-11-24
18040,Corporate,14458.26,Referral,UK,2009-11-14
18031,Retail,104.53,Referral,UK,2009-03-31
18061,Retail,814.81,Direct Sales,UK,2009-08-26
15352,Retail,199.87,Direct Sales,UK,2009-05-08
14961,Retail,888.09,Online,UK,2009-10-19
17910,Corporate,10610.08,Online,UK,2009-04-25
14678,Retail,847.41,Referral,Netherlands,2009-11-10
17598,Corporate,9607.53,Online,UK,2009-07-23
15501,Wholesale,3938.34,Online,UK,2009-05-23
17889,retail,166.34,Direct Sales,UK,2009-05-19
15012,Retail,1132.47,Trade Show,UK,2009-06-25
17239,RETAIL,726.19,Partner,UK,2009-09-23
13143,Retail,364.72,Direct Sales,UK,2009-03-07
17414,Retail,585.14,Online,UK,2009-11-12
13313,corporate,6386.91,Referral,UK,2009-06-04
13588,Retail,130.34,Online,UK,2009-07-26
14385,Retail,71.3,Referral,EIRE,2009-01-01
17184,Retail,1190.26,Referral,,2009-03-10
14763,RETAIL,1087.76,Online,Germany,2009-09-10
12429,Retail,980.19,Online,UK,2009-09-20
17981,Retail,246.96,Trade Show,UK,2009-02-17
15698,Retail,999.26,Direct Sales,UK,2009-01-24
12574,Retail,80.41,Partner,UK,2009-01-10
15911,Retail,647.55,Direct Sales,Other Europe,2009-04-08
14064,retail,449.05,Online,UK,2009-12-27
14437,retail,1136.77,Trade Show,UK,2009-08-27
15396,retail,1108.89,Referral,EIRE,2009-11-01
15229,Retail,579.82,Direct Sales,EIRE,2009-02-06
17658,Retail,,Online,UK,2009-04-27
14966,Retail,,Referral,UK,2009-07-07
17085,Corporate,6662.08,Online,Netherlands,2009-12-27
17633,Retail,921.09,Referral,UK,2009-12-28
15111,Retail,783.96,Referral,Germany,2009-04-27
14950,Corporate,14284.32,Direct Sales,EIRE,2009-10-31
13478,Corporate,14727.41,Trade Show,UK,2009-03-17
13960,retail,,Referral,Germany,2009-01-24
12733,Wholesale,1887.4,Online,UK,2009-03-21
17721,Wholesale,3360.66,Referral,UK,2009-03-06
12530,Corporate,13790.81,Referral,,2009-06-17
14457,Corporate,4461.69,Online,Germany,2009-02-10
13407,RETAIL,763.27,Referral,UK,2009-10-18
14242,Wholesale,4909.73,Online,Netherlands,2009-06-22
18067,Retail,504.81,Online,UK,2009-11-05
12604,Corporate,,Online,Germany,2009-04-27
13559,Retail,,Trade Show,Germany,2009-04-11
13041,Retail,980.12,Direct Sales,UK,2009-06-06
13884,Retail,626.66,Direct Sales,UK,2009-07-08
14058,Retail,320.9,Direct Sales,,2009-04-22
15016,Wholesale,4043.52,Referral,Netherlands,2009-01-26
14109,Corporate,6370.15,Referral,UK,2009-10-10
12773,corporate,10701.1,Referral,,2009-07-26
14453,Retail,933.04,Trade Show,UK,2009-03-20
16813,Corporate,3653.36,Partner,UK,2009-05-14
16786,Corporate,12000.26,Direct Sales,UK,2009-02-12
16269,Retail,797.34,Referral,UK,2009-01-04
13583,Retail,502.82,Referral,Germany,2009-08-06
15881,Retail,1126.54,Online,Other Europe,2009-11-10
16394,Retail,711.83,Online,UK,2009-02-01
13647,Retail,336.32,Trade Show,EIRE,2009-04-17
16316,Corporate,8375.84,Online,UK,2009-02-28
12471,Retail,434.56,Referral,Germany,2009-10-31
16734,Retail,583.98,Online,UK,2009-01-22
13433,Retail,537.34,Partner,UK,2009-12-19
13295,Corporate,14318.35,Online,Other Europe,2009-05-08
17140,Wholesale,1849.44,Online,UK,2009-06-18
17890,Retail,828.9,Online,UK,2009-08-17
12578,Wholesale,3041.19,Trade Show,UK,2009-10-22
15884,retail,1073.94,Direct Sales,EIRE,2009-09-26
17228,Corporate,9748.57,Partner,EIRE,2009-07-18
15696,Retail,1020.59,Referral,UK,2009-09-25
13097,Retail,98.2,Online,UK,2009-11-03
15848,Retail,1126.97,Online,UK,2009-06-10
13477,Retail,1161.22,Direct Sales,UK,2009-02-23
13930,Corporate,5278.37,Partner,,2009-12-07
17983,RETAIL,,Referral,EIRE,2009-12-05
15529,Retail,255.22,Direct Sales,UK,2009-10-08
13265,Retail,560.14,Direct Sales,Germany,2009-09-27
15383,Corporate,7283.41,Direct Sales,Other Europe,2009-04-05
16725,Retail,1145.24,Online,UK,2009-05-31
13440,Corporate,10709.4,Referral,EIRE,2009-12-01
15564,Retail,,Direct Sales,UK,2009-07-31
15657,Retail,626.2,Online,UK,2009-06-08
13063,Retail,707.68,Referral,UK,2009-08-05
16159,Retail,587.83,Online,Netherlands,2009-08-31
14558,Wholesale,1415.03,Referral,EIRE,2009-01-01
14325,Corporate,10093.48,Referral,UK,2009-04-18
17136,Retail,735.56,Referral,UK,2009-05-05
16145,RETAIL,1177.01,Trade Show,France,2009-07-19
14874,Retail,683.13,Online,UK,2009-10-06
16539,Retail,598.72,Trade Show,UK,2009-01-14
14503,Corporate,8113.85,Partner,UK,2009-03-10
17055,Retail,803.14,Trade Show,UK,2009-06-13
16772,Retail,676.33,Referral,,2009-01-19
13482,Retail,876.5,Online,UK,2009-09-07
16482,Retail,992.85,Online,Netherlands,2009-11-10
14158,Wholesale,2771.63,Online,Germany,2009-08-02
16652,Retail,864.87,Referral,France,2009-05-08
17328,Wholesale,4527.18,Online,Netherlands,2009-05-14
13008,Corporate,14829.65,Direct Sales,UK,2009-02-10
16201,Corporate,,Referral,UK,2009-02-27
13990,Corporate,7016.17,Partner,UK,2009-08-25
14196,Retail,382.28,Online,France,2009-02-24
13417,Retail,435.11,Referral,Germany,2009-09-20
14770,Retail,466.64,Referral,UK,2009-03-11
13837,Retail,443.85,Online,UK,2009-04-09
13813,Retail,993.08,Direct Sales,UK,2009-10-26
13851,Retail,257.76,Referral,Netherlands,2009-05-03
13730,Retail,943.49,Direct Sales,Germany,2009-09-14
17538,Retail,269.03,Direct Sales,UK,2009-10-06
14426,Corporate,2730.78,Partner,UK,2009-12-07
14086,Corporate,4219.99,Online,UK,2009-10-20
17117,Retail,746.92,Trade Show,UK,2009-11-25
15283,RETAIL,486.27,Online,EIRE,2009-11-10
17219,Retail,935.24,Direct Sales,UK,2009-08-17
17888,Retail,95.78,Online,UK,2009-04-08
18044,Retail,521.85,Referral,UK,2009-10-02
16561,Retail,,Online,UK,2009-06-09
13466,Wholesale,4441.45,Online,France,2009-08-15
14869,Retail,187.01,Direct Sales,UK,2009-10-28
16803,Corporate,6390.24,Online,UK,2009-06-25
12831,Corporate,,Partner,UK,2009-03-01
12896,Wholesale,4086.19,Partner,Other Europe,2009-09-06
15290,Corporate,5347.23,Online,UK,2009-10-06
16404,Wholesale,3971.56,Direct Sales,UK,2009-05-24
15184,Corporate,3437.85,Online,,2009-06-20
12975,Retail,340.16,Direct Sales,UK,2009-07-14
17626,Corporate,4731.53,Referral,UK,2009-03-11
15427,Corporate,6681.85,Partner,UK,2009-05-20
17383,Retail,561.15,Online,France,2009-02-02
14470,Corporate,13054.13,Referral,UK,2009-03-26
14390,Retail,567.04,Online,France,2009-05-16
13077,Retail,380.3,Direct Sales,UK,2009-09-22
14690,Retail,811.73,Direct Sales,UK,2009-01-04
15951,Wholesale,,Referral,,2009-11-09
15064,Corporate,7098.83,Direct Sales,UK,2009-09-26
14563,Retail,398.53,Online,France,2009-01-30
12756,Retail,137.51,Online,Other Europe,2009-11-10
12866,Corporate,3083.93,Online,UK,2009-05-06
12377,Retail,83.69,Online,France,2009-03-10
18275,Corporate,3602.69,Online,UK,2009-07-15
18133,Wholesale,2558.79,Partner,UK,2009-07-02
13964,Retail,133.46,Online,UK,2009-02-10
15819,Retail,,Online,UK,2009-05-01
17941,Wholesale,1626.09,Online,France,2009-07-23
17789,corporate,,Online,EIRE,2009-06-18
17500,Retail,506.42,Online,Other Europe,2009-08-08
15056,Retail,351.89,Partner,UK,2009-07-15
12441,Wholesale,828.51,Trade Show,UK,2009-11-04
15652,Retail,60.54,Online,UK,2009-02-01
16802,Wholesale,3706.61,Referral,UK,2009-08-17
17042,Corporate,7435.71,Online,UK,2009-08-27
12520,Retail,,Online,UK,2009-12-19
17697,Retail,548.78,Online,UK,2009-10-13
13034,Corporate,2719.32,Online,Netherlands,2009-08-07
16582,Corporate,6809.99,Online,,2009-05-08
13896,Corporate,14045.61,Online,UK,2009-11-28
16493,Corporate,12006.51,Trade Show,EIRE,2009-12-26
14877,Retail,457.73,Online,EIRE,2009-09-01
13656,Retail,920.47,Partner,Germany,2009-09-17
16887,Retail,316.09,Direct Sales,Germany,2009-04-03
14904,Retail,946.46,Partner,UK,2009-06-14
16750,retail,60.63,Trade Show,UK,2009-10-24
16076,Corporate,14451.86,Referral,UK,2009-01-10
15537,Retail,770.8,Direct Sales,Netherlands,2009-01-31
13493,Corporate,12246.08,Direct Sales,Netherlands,2009-08-01
12954,corporate,6879.18,Online,UK,2009-06-03
15618,Retail,725.85,Online,UK,2009-06-17
13465,Retail,334.58,Direct Sales,UK,2009-01-28
18154,Retail,260.36,Direct Sales,France,2009-09-30
15265,Wholesale,826.79,Referral,EIRE,2009-01-12
12422,Wholesale,4031.66,Online,UK,2009-01-23
16282,retail,229.14,Online,UK,2009-11-09
16847,Retail,732.61,Direct Sales,UK,2009-11-04
17819,retail,972.76,Partner,Other Europe,2009-10-02
15256,retail,694.13,Trade Show,UK,2009-11-16
13508,Retail,516.29,Online,Netherlands,2009-05-19
13585,Corporate,7606.92,Direct Sales,UK,2009-10-27
14599,Retail,858.02,Referral,UK,2009-07-24
14345,Corporate,3228.01,Referral,UK,2009-06-03
16146,Retail,616.7,Online,UK,2009-10-16
14167,Retail,366.9,Direct Sales,UK,2009-12-27
14442,Retail,1050.1,Online,UK,2009-06-03
15203,Corporate,7110.91,Online,UK,2009-08-11
14488,RETAIL,354.6,Online,Netherlands,2009-10-13
16673,Retail,561.26,Online,EIRE,2009-09-21
15456,Wholesale,1649.63,Partner,UK,2009-07-18
15971,Retail,687.89,Online,UK,2009-08-10
15959,Retail,835.58,Online,UK,2009-02-17
12889,Retail,,Direct Sales,UK,2009-05-14
13768,Retail,138.32,Online,UK,2009-11-23
12548,Corporate,2976.22,Online,,2009-03-01
16921,Retail,789.23,Online,UK,2009-12-17
15825,Corporate,6856.36,Online,Germany,2009-08-16
15919,RETAIL,393.22,Direct Sales,UK,2009-03-18
16419,Wholesale,3083.91,Online,UK,2009-05-02
17512,Retail,968.45,Partner,UK,2009-07-10
13011,Wholesale,3790.43,Online,UK,2009-11-11
13438,Retail,68.54,Direct Sales,UK,2009-05-09
17876,corporate,3677.93,Direct Sales,France,2009-10-15
16113,Retail,628.53,Direct Sales,UK,2009-12-09
14987,Corporate,4097.78,Online,EIRE,2009-12-03
16406,Corporate,7005.75,Referral,Germany,2009-09-14
14084,Corporate,,Online,Germany,2009-12-20
16996,Retail,944.56,Online,UK,2009-03-26
15169,Corporate,12999.61,Trade Show,Netherlands,2009-03-25
15272,Retail,1171.14,Partner,UK,2009-01-03
16299,Wholesale,1356.81,Online,Netherlands,2009-02-03
17868,corporate,4991.1,Online,UK,2009-11-15
15633,Retail,412.67,Direct Sales,UK,2009-11-07
14818,Wholesale,1183.68,Partner,UK,2009-04-13
15161,retail,412.07,Online,UK,2009-01-23
13003,Retail,514.38,Online,,2009-12-29
14024,Retail,,Trade Show,Other Europe,2009-02-08
16157,Retail,383.83,Direct Sales,UK,2009-07-17
14731,Wholesale,3281.17,Online,Netherlands,2009-10-23
16782,retail,434.32,Referral,France,2009-03-20
16796,Retail,195.06,Online,Germany,2009-03-31
13475,retail,952.83,Online,France,2009-11-06
12535,RETAIL,1191.72,Referral,France,2009-10-22
13610,Retail,780.99,Online,EIRE,2009-02-24
16006,Retail,160.12,Online,Netherlands,2009-01-18
17946,Corporate,10529.9,Online,UK,2009-10-02
14831,Retail,1188.88,Online,UK,2009-12-13
16405,corporate,2524.29,Referral,Germany,2009-02-05
13258,Corporate,12909.7,Referral,Germany,2009-01-22
12566,retail,56.64,Direct Sales,Other Europe,2009-07-25
17120,Retail,1139.25,Referral,UK,2009-06-04
12807,Retail,1078.21,Referral,France,2009-06-16
12987,Wholesale,1498.27,Online,UK,2009-12-21
18112,retail,607.83,Online,UK,2009-04-11
13747,Retail,180.4,Partner,Netherlands,2009-11-15
14664,Retail,,Online,EIRE,2009-03-14
17300,Corporate,,Online,UK,2009-06-13
16870,Retail,947.1,Online,UK,2009-07-17
15353,Wholesale,1517.93,Trade Show,EIRE,2009-02-13
16692,retail,671.7,Online,,2009-01-01
12830,Retail,722.89,Online,EIRE,2009-03-12
14255,Retail,398.18,Direct Sales,,2009-03-20
13909,Corporate,6160.77,Online,UK,2009-02-28
17275,Retail,568.63,Direct Sales,France,2009-11-21
13217,Retail,89.53,Direct Sales,France,2009-09-13
17812,RETAIL,1171.53,Online,UK,2009-03-18
14512,Wholesale,1544.04,Online,Germany,2009-11-01
14197,Retail,,Direct Sales,UK,2009-02-17
17998,Corporate,7371.24,Online,UK,2009-07-24
12621,Corporate,14706.94,Online,Other Europe,2009-01-04
15772,Retail,984.16,Online,UK,2009-02-23
13273,Retail,1069.58,Partner,Netherlands,2009-03-18
15616,Corporate,,Online,EIRE,2009-11-01
16350,RETAIL,515.35,Trade Show,EIRE,2009-03-10
17341,Corporate,12306.92,Direct Sales,UK,2009-06-02
17339,Wholesale,829.81,Online,Germany,2009-05-05
17484,Wholesale,882.54,Online,UK,2009-05-13
16186,Corporate,9413.73,Online,UK,2009-09-21
17114,retail,194.67,Online,UK,2009-05-03
15198,Retail,293.51,Direct Sales,UK,2009-05-11
