ticket_id,customer_id,location_id,ticket_date,issue_category,priority,resolution_days,sla_breached,csat_score,status
TKT-02719,17982,LOC_05,2010-03-19,Account Access,Medium,2.2,1.0,,Resolved
TKT-02720,17841,LOC_01,2011-05-08,Refund Request,Low,4.3,1.0,,Resolved
TKT-02721,12676,LOC_02,2010-01-20,Billing,Low,6.6,1.0,,Resolved
TKT-02722,12955,LOC_05,2011-06-12,Delivery Delay,Low,5.9,1.0,2,Resolved
TKT-02723,17208,LOC_06,2010-06-22,Refund Request,Medium,4.7,1.0,,Resolved
TKT-02724,15970,LOC_03,2011-12-03,billing issue,Low,12.9,1.0,,Resolved
TKT-02725,13375,LOC_03,2010-12-22,Billing,Medium,16.5,1.0,,Open
TKT-02726,18207,LOC_04,2010-12-21,General Enquiry,Low,2.3,1.0,4,Open
TKT-02727,14762,LOC_07,2010-09-19,General Enquiry,Low,1.8,0.0,3,Resolved
TKT-02728,13930,LOC_01,2011-10-07,Billing Issue,High,9.6,1.0,,Resolved
TKT-02729,18082,LOC_03,2011-05-10,General Enquiry,Medium,2.7,1.0,2,Resolved
TKT-02730,13623,LOC_01,2010-03-16,General Enquiry,Medium,2.9,1.0,3,Resolved
TKT-02731,15388,LOC_03,2011-08-13,Defective Product,Low,7.0,1.0,3,Resolved
TKT-02732,16908,LOC_04,2010-10-10,Product Defect,High,6.7,1.0,3,Resolved
TKT-02733,14507,LOC_01,2010-07-04,General Enquiry,Critical,2.2,1.0,,Resolved
TKT-02734,12978,LOC_04,2011-07-15,Billing Issue,Medium,4.6,1.0,3,Open
TKT-02735,17788,LOC_08,2010-05-11,Login Issue,Low,3.2,1.0,,Escalated
TKT-02736,17318,LOC_06,2010-03-16,Delivery Delay,Medium,5.8,1.0,1,Resolved
TKT-02737,15466,LOC_07,2010-10-25,refund,Low,7.5,1.0,,Resolved
TKT-02738,17068,LOC_05,2010-09-17,delivery delay,Low,5.8,1.0,2,Resolved
TKT-02739,14698,LOC_07,2011-10-25,Defective Product,Medium,12.3,1.0,3,Resolved
TKT-02740,13893,LOC_01,2010-08-25,Login Issue,Low,1.9,0.0,,Resolved
TKT-02741,15129,LOC_03,2011-10-20,Billing,Critical,,,,Resolved
TKT-02742,12823,LOC_05,2010-03-11,refund,High,3.1,1.0,3,Resolved
TKT-02743,14025,LOC_07,2010-12-27,General Enquiry,Low,,,,Resolved
TKT-02744,13546,LOC_03,2010-04-17,General Enquiry,Critical,4.0,1.0,,Resolved
TKT-02745,12552,LOC_01,2011-11-13,General Enquiry,Medium,2.3,1.0,3,Resolved
TKT-02746,15384,LOC_08,2010-11-15,Defective Product,Medium,7.2,1.0,3,Resolved
TKT-02747,15598,LOC_01,2011-11-02,Account Access,Medium,1.5,0.0,5,Resolved
TKT-02748,16661,LOC_02,2011-05-22,Product Defect,Medium,6.6,1.0,3,Open
TKT-02749,14795,LOC_03,2011-03-18,Product Defect,Low,6.9,1.0,1,Resolved
TKT-02750,12532,LOC_04,2011-11-03,Delivery Delay,Critical,4.3,1.0,3,Escalated
TKT-02751,16178,LOC_07,2010-10-08,Delivery Delay,Low,5.3,1.0,,Resolved
TKT-02752,16959,LOC_03,2010-08-05,Billing Issue,Medium,13.1,1.0,,Resolved
TKT-02753,13255,LOC_04,2010-01-03,Refund Request,High,,,,Resolved
TKT-02754,17821,LOC_02,2011-11-04,delivery delay,High,3.0,1.0,,Open
TKT-02755,16681,LOC_05,2011-08-03,Billing,Medium,4.6,1.0,,Resolved
TKT-02756,17137,LOC_03,2010-09-04,billing issue,High,13.7,1.0,1,Resolved
TKT-02757,18146,LOC_01,2011-07-26,delivery delay,Low,4.2,1.0,3,Resolved
TKT-02758,13777,LOC_08,2010-11-04,General Enquiry,High,2.7,1.0,2,Open
TKT-02759,17608,LOC_01,2010-11-24,Defective Product,High,6.1,1.0,2,Open
TKT-02760,15209,LOC_06,2011-12-22,Refund Request,Medium,6.3,1.0,1,Resolved
TKT-02761,13613,LOC_08,2010-02-12,Billing Issue,Medium,7.2,1.0,,Open
TKT-02762,17325,LOC_02,2010-03-23,Defective Product,Medium,7.4,1.0,1,Open
TKT-02763,13065,LOC_02,2010-10-03,refund,Low,7.4,1.0,2,Resolved
TKT-02764,16044,LOC_03,2011-06-19,Billing,Medium,7.8,1.0,2,Resolved
TKT-02765,14270,LOC_03,2011-03-17,General Enquiry,Critical,4.2,1.0,4,Resolved
TKT-02766,13456,LOC_07,2011-03-02,General Enquiry,Medium,2.2,1.0,3,Resolved
TKT-02767,13936,LOC_03,2011-06-05,General Enquiry,Medium,2.2,1.0,3,Open
TKT-02768,15552,LOC_08,2011-05-08,Late Delivery,Critical,4.2,1.0,,Resolved
TKT-02769,13699,LOC_07,2010-09-09,Login Issue,Medium,2.7,1.0,,Resolved
TKT-02770,17616,LOC_07,2010-12-14,delivery delay,Medium,8.0,1.0,1,Escalated
TKT-02771,12825,LOC_01,2010-02-07,Account Access,High,1.5,0.0,5,Resolved
TKT-02772,14166,LOC_02,2011-11-21,General Enquiry,Medium,1.1,0.0,3,Open
TKT-02773,14387,LOC_02,2010-12-11,Billing,Critical,5.4,1.0,3,Resolved
TKT-02774,17871,LOC_06,2011-03-26,billing issue,High,4.6,1.0,,Resolved
TKT-02775,17268,LOC_01,2010-06-23,billing issue,Critical,6.7,1.0,1,Resolved
TKT-02776,13384,LOC_07,2011-07-14,Login Issue,Low,7.4,1.0,1,Resolved
TKT-02777,12771,LOC_04,2010-02-24,refund,Medium,8.2,1.0,1,Resolved
TKT-02778,18278,LOC_05,2011-07-27,Defective Product,Medium,5.7,1.0,2,Resolved
TKT-02779,12509,LOC_04,2010-02-25,Login Issue,Medium,2.1,1.0,2,Open
TKT-02780,15603,LOC_04,2010-10-14,Login Issue,Medium,2.8,1.0,2,Resolved
TKT-02781,14957,LOC_02,2011-11-27,General Enquiry,High,0.6,0.0,,Resolved
TKT-02782,14980,LOC_03,2010-05-12,Delivery Delay,Medium,8.3,1.0,1,Open
TKT-02783,12810,LOC_04,2010-09-08,Product Defect,Medium,5.6,1.0,1,Resolved
TKT-02784,14472,LOC_06,2010-08-09,General Enquiry,Medium,1.8,0.0,4,Open
TKT-02785,17003,LOC_03,2011-01-25,Product Defect,High,5.7,1.0,1,Resolved
TKT-02786,13938,LOC_07,2010-07-02,Defective Product,Medium,10.7,1.0,,Resolved
TKT-02787,15345,LOC_07,2010-05-15,General Enquiry,High,3.8,1.0,2,Resolved
TKT-02788,16453,LOC_03,2010-12-24,Account Access,Critical,3.6,1.0,3,Resolved
TKT-02789,13464,LOC_05,2011-12-04,Refund Request,Low,8.8,1.0,3,Resolved
TKT-02790,15909,LOC_03,2011-03-21,Late Delivery,Critical,7.0,1.0,3,Resolved
TKT-02791,16647,LOC_02,2010-04-08,General Enquiry,Low,1.5,0.0,4,Escalated
TKT-02792,12812,LOC_07,2011-03-10,Billing Issue,Medium,7.0,1.0,1,Resolved
TKT-02793,12360,LOC_08,2011-08-13,delivery delay,Critical,,,,Resolved
TKT-02794,12578,LOC_05,2011-06-21,General Enquiry,Medium,1.0,0.0,,Escalated
TKT-02795,16253,LOC_08,2011-06-18,Defective Product,Low,4.0,1.0,3,Resolved
TKT-02796,15954,LOC_05,2011-11-05,Refund Request,Medium,7.2,1.0,3,Resolved
TKT-02797,14139,LOC_05,2010-11-24,Refund Request,High,7.3,1.0,1,Resolved
TKT-02798,12949,LOC_04,2011-02-27,Late Delivery,Medium,3.7,1.0,,Resolved
TKT-02799,14304,LOC_02,2011-02-17,refund,High,3.1,1.0,3,Open
TKT-02800,13738,LOC_01,2011-04-06,Account Access,High,2.2,1.0,3,Resolved
TKT-02801,14282,LOC_03,2011-02-22,Late Delivery,Critical,8.9,1.0,3,Resolved
TKT-02802,17108,LOC_05,2010-12-04,Refund Request,Low,5.7,1.0,1,Open
TKT-02803,15573,LOC_04,2011-08-24,Billing Issue,Medium,9.1,1.0,1,Resolved
TKT-02804,16449,LOC_06,2011-11-06,Refund Request,Medium,5.8,1.0,2,Open
TKT-02805,17880,LOC_02,2011-05-17,Account Access,Medium,1.8,0.0,,Resolved
TKT-02806,14328,LOC_03,2010-01-19,Refund Request,Low,10.1,1.0,1,Escalated
TKT-02807,14357,LOC_03,2010-02-17,General Enquiry,Low,4.2,1.0,3,Resolved
TKT-02808,13651,LOC_02,2011-12-21,Delivery Delay,Critical,6.9,1.0,3,Open
TKT-02809,17766,LOC_08,2010-01-27,Defective Product,Medium,6.9,1.0,,Resolved
TKT-02810,17550,LOC_06,2010-10-21,Billing Issue,Low,10.0,1.0,1,Resolved
TKT-02811,13528,LOC_01,2010-03-09,Account Access,Medium,1.6,0.0,3,Resolved
TKT-02812,17587,LOC_06,2011-11-25,Product Defect,Medium,3.9,1.0,4,Resolved
TKT-02813,15477,LOC_04,2011-06-07,Refund Request,Medium,6.8,1.0,1,Escalated
TKT-02814,15616,LOC_04,2011-10-24,billing issue,Medium,7.1,1.0,3,Resolved
TKT-02815,16235,LOC_08,2011-04-23,General Enquiry,Medium,0.6,0.0,,Resolved
TKT-02816,12744,LOC_05,2011-12-01,Login Issue,Low,4.3,1.0,3,Resolved
TKT-02817,13911,LOC_07,2011-12-02,Product Defect,Medium,14.0,1.0,,Resolved
TKT-02818,17673,LOC_08,2010-10-22,Refund Request,High,4.0,1.0,3,Open
TKT-02819,14017,LOC_01,2011-11-13,Refund Request,Medium,4.4,1.0,2,Resolved
TKT-02820,12668,LOC_01,2010-08-26,General Enquiry,Critical,1.4,0.0,5,Escalated
TKT-02821,16239,LOC_03,2010-06-20,Account Access,Medium,1.6,0.0,4,Resolved
TKT-02822,17384,LOC_07,2010-07-25,delivery delay,Low,7.9,1.0,2,Resolved
TKT-02823,14963,LOC_07,2010-05-07,General Enquiry,Low,3.5,1.0,3,Open
TKT-02824,17364,LOC_07,2010-12-22,delivery delay,Medium,7.3,1.0,2,Resolved
TKT-02825,16574,LOC_03,2011-05-08,Refund Request,Medium,10.4,1.0,1,Resolved
TKT-02826,15235,LOC_07,2010-11-25,Account Access,Low,1.8,0.0,5,Resolved
TKT-02827,14145,LOC_06,2010-10-13,Delivery Delay,Medium,2.6,1.0,2,Open
TKT-02828,16660,LOC_03,2010-10-08,General Enquiry,Low,2.1,1.0,2,Resolved
TKT-02829,15317,LOC_02,2011-12-18,Delivery Delay,Low,2.1,1.0,2,Open
TKT-02830,14639,LOC_05,2011-12-02,Product Defect,Medium,4.3,1.0,,Resolved
TKT-02831,14074,LOC_06,2010-03-16,Billing,Critical,8.2,1.0,3,Open
TKT-02832,14914,LOC_05,2011-11-01,General Enquiry,Low,2.6,1.0,2,Resolved
TKT-02833,14097,LOC_02,2010-12-09,Delivery Delay,Low,6.5,1.0,2,Resolved
TKT-02834,13540,LOC_03,2010-11-08,Billing Issue,Medium,10.8,1.0,3,Resolved
TKT-02835,17196,LOC_06,2011-11-12,Billing Issue,Low,8.4,1.0,,Resolved
TKT-02836,18146,LOC_08,2010-03-21,Product Defect,Low,,,,Resolved
TKT-02837,16518,LOC_08,2010-01-18,Defective Product,Critical,4.3,1.0,,Resolved
TKT-02838,16165,LOC_04,2010-03-09,Billing Issue,High,4.7,1.0,3,Open
TKT-02839,18067,LOC_07,2010-06-10,Billing Issue,High,5.5,1.0,3,Open
TKT-02840,17841,LOC_01,2011-10-16,Billing Issue,Low,9.2,1.0,2,Resolved
TKT-02841,17546,LOC_07,2011-11-03,refund,Low,10.1,1.0,3,Resolved
TKT-02842,17919,LOC_04,2011-06-26,Delivery Delay,Medium,3.9,1.0,,Open
TKT-02843,13192,LOC_07,2010-06-08,Refund Request,High,6.4,1.0,2,Resolved
TKT-02844,14999,LOC_01,2011-12-26,Billing Issue,Medium,5.0,1.0,4,Open
TKT-02845,17794,LOC_07,2011-12-20,General Enquiry,Low,2.9,1.0,3,Resolved
TKT-02846,16344,LOC_05,2010-12-20,delivery delay,Medium,6.9,1.0,3,Resolved
TKT-02847,14904,LOC_02,2011-10-02,Login Issue,Low,3.7,1.0,4,Resolved
TKT-02848,17641,LOC_03,2010-10-09,Login Issue,Critical,6.2,1.0,,Resolved
TKT-02849,17450,LOC_02,2011-03-16,General Enquiry,Medium,1.5,0.0,4,Resolved
TKT-02850,17470,LOC_03,2011-12-09,Account Access,Medium,3.0,1.0,,Resolved
TKT-02851,13825,LOC_03,2011-02-26,Product Defect,Critical,5.7,1.0,2,Resolved
TKT-02852,16740,LOC_04,2010-08-07,Billing,Critical,4.8,1.0,,Resolved
TKT-02853,16143,LOC_07,2011-11-17,Billing Issue,Medium,7.9,1.0,2,Resolved
TKT-02854,15380,LOC_08,2010-09-09,General Enquiry,Medium,1.9,0.0,3,Resolved
TKT-02855,13933,LOC_02,2010-11-12,Product Defect,Medium,,,,Resolved
TKT-02856,18034,LOC_01,2011-03-15,Account Access,Medium,1.3,0.0,5,Resolved
TKT-02857,13118,LOC_03,2010-10-18,Defective Product,Medium,8.7,1.0,1,Resolved
TKT-02858,15402,LOC_01,2011-08-24,General Enquiry,High,1.8,0.0,,Escalated
TKT-02859,17361,LOC_07,2011-02-24,Account Access,Medium,3.1,1.0,3,Open
TKT-02860,17777,LOC_04,2010-11-23,Billing Issue,Medium,5.3,1.0,,Resolved
TKT-02861,12885,LOC_05,2011-01-04,Account Access,Medium,3.4,1.0,3,Resolved
TKT-02862,16777,LOC_02,2010-02-15,Delivery Delay,High,5.6,1.0,,Resolved
TKT-02863,15896,LOC_07,2010-11-05,Login Issue,High,6.9,1.0,1,Resolved
TKT-02864,17454,LOC_08,2011-06-21,General Enquiry,Medium,0.6,0.0,,Resolved
TKT-02865,15324,LOC_04,2011-11-09,General Enquiry,Critical,1.9,0.0,4,Resolved
TKT-02866,15970,LOC_08,2010-05-25,billing issue,Low,6.3,1.0,2,Escalated
TKT-02867,13249,LOC_01,2010-08-22,Billing Issue,Medium,9.6,1.0,2,Resolved
TKT-02868,14013,LOC_01,2011-10-20,Login Issue,Critical,4.8,1.0,4,Resolved
TKT-02869,16676,LOC_08,2010-11-22,Account Access,Medium,3.0,1.0,,Resolved
TKT-02870,16808,LOC_06,2010-12-08,Billing,High,7.4,1.0,1,Escalated
TKT-02871,17164,LOC_02,2011-12-06,refund,Low,5.8,1.0,3,Resolved
TKT-02872,12838,LOC_03,2011-12-26,Billing Issue,Medium,5.9,1.0,2,Resolved
TKT-02873,16833,LOC_04,2011-05-16,refund,Critical,5.4,1.0,,Escalated
TKT-02874,15927,LOC_06,2011-12-25,Login Issue,Low,4.9,1.0,4,Escalated
TKT-02875,17334,LOC_07,2010-10-15,refund,Medium,10.0,1.0,1,Open
TKT-02876,13964,LOC_01,2010-07-08,Billing Issue,Medium,8.8,1.0,2,Escalated
TKT-02877,13873,LOC_06,2010-07-24,General Enquiry,Medium,2.7,1.0,4,Resolved
TKT-02878,16050,LOC_04,2011-11-24,Late Delivery,Medium,6.1,1.0,2,Resolved
TKT-02879,13946,LOC_05,2010-09-22,Late Delivery,Low,,,,Resolved
TKT-02880,13471,LOC_04,2011-06-26,Billing Issue,Medium,4.3,1.0,,Resolved
TKT-02881,15341,LOC_04,2010-02-19,Billing,Medium,8.4,1.0,2,Resolved
TKT-02882,12930,LOC_02,2011-04-06,Delivery Delay,Medium,3.1,1.0,4,Resolved
TKT-02883,14227,LOC_04,2010-08-18,Login Issue,Low,1.9,0.0,,Open
TKT-02884,15235,LOC_02,2010-04-16,refund,Medium,7.6,1.0,1,Resolved
TKT-02885,17978,LOC_01,2011-03-16,Refund Request,High,7.0,1.0,2,Open
TKT-02886,14093,LOC_03,2011-07-26,General Enquiry,Medium,3.8,1.0,2,Resolved
TKT-02887,15490,LOC_01,2010-11-26,General Enquiry,High,2.8,1.0,,Open
TKT-02888,13042,LOC_05,2010-07-13,Late Delivery,Critical,2.8,1.0,3,Resolved
TKT-02889,14539,LOC_01,2011-02-15,Late Delivery,High,4.8,1.0,4,Resolved
TKT-02890,17871,LOC_03,2011-02-12,Account Access,Critical,5.6,1.0,2,Resolved
TKT-02891,17759,LOC_08,2011-12-18,refund,Low,6.4,1.0,1,Escalated
TKT-02892,13353,LOC_01,2010-09-26,Billing Issue,Medium,5.5,1.0,2,Open
TKT-02893,14481,LOC_03,2011-04-12,refund,Low,12.9,1.0,2,Resolved
TKT-02894,18056,LOC_06,2010-01-11,Account Access,High,1.1,0.0,3,Resolved
TKT-02895,13856,LOC_02,2011-11-26,General Enquiry,High,2.9,1.0,2,Resolved
TKT-02896,16601,LOC_05,2010-06-13,Refund Request,Low,6.0,1.0,2,Resolved
TKT-02897,15920,LOC_02,2011-11-22,refund,Medium,3.5,1.0,2,Resolved
TKT-02898,17447,LOC_02,2011-04-17,Login Issue,High,1.6,0.0,4,Open
TKT-02899,13075,LOC_07,2011-08-06,Billing Issue,Medium,,,,Resolved
TKT-02900,14451,LOC_02,2010-11-18,Account Access,Medium,1.3,0.0,5,Resolved
TKT-02901,14410,LOC_03,2010-09-05,Refund Request,Low,10.1,1.0,3,Resolved
TKT-02902,17674,LOC_02,2011-02-25,billing issue,High,4.5,1.0,3,Resolved
TKT-02903,14300,LOC_03,2010-07-26,refund,Low,,,,Escalated
TKT-02904,13879,LOC_03,2011-12-16,Delivery Delay,Medium,9.4,1.0,1,Resolved
TKT-02905,13062,LOC_03,2010-11-14,Refund Request,Critical,7.1,1.0,1,Open
TKT-02906,18276,LOC_05,2011-11-20,Delivery Delay,Medium,,,,Resolved
TKT-02907,17235,LOC_07,2011-12-05,billing issue,High,14.6,1.0,3,Open
TKT-02908,15887,LOC_04,2011-10-10,Delivery Delay,High,5.5,1.0,1,Open
TKT-02909,18112,LOC_05,2010-11-13,Product Defect,Low,7.8,1.0,1,Resolved
TKT-02910,15582,LOC_07,2010-08-17,Defective Product,Critical,5.3,1.0,1,Resolved
TKT-02911,15663,LOC_08,2011-05-15,billing issue,Low,7.2,1.0,1,Resolved
TKT-02912,13244,LOC_04,2010-09-26,delivery delay,Low,6.6,1.0,1,Resolved
TKT-02913,15552,LOC_08,2011-10-12,General Enquiry,High,2.9,1.0,2,Resolved
TKT-02914,13826,LOC_04,2010-03-21,General Enquiry,Medium,0.9,0.0,5,Resolved
TKT-02915,14647,LOC_07,2011-12-14,Refund Request,Medium,6.7,1.0,1,Open
TKT-02916,17544,LOC_05,2010-12-06,Defective Product,Low,7.5,1.0,2,Escalated
TKT-02917,16717,LOC_07,2010-08-19,Refund Request,Medium,4.5,1.0,3,Resolved
TKT-02918,17969,LOC_03,2010-07-24,Delivery Delay,Critical,7.1,1.0,,Open
TKT-02919,16937,LOC_06,2010-12-13,General Enquiry,Low,1.3,0.0,4,Open
TKT-02920,17544,LOC_04,2010-03-07,Account Access,High,1.1,0.0,5,Resolved
TKT-02921,16181,LOC_07,2011-03-05,Delivery Delay,Medium,3.1,1.0,4,Escalated
TKT-02922,15875,LOC_08,2010-12-17,Delivery Delay,Medium,6.8,1.0,,Resolved
TKT-02923,14135,LOC_02,2010-06-22,refund,Medium,3.9,1.0,4,Resolved
TKT-02924,16745,LOC_04,2010-12-25,delivery delay,Medium,5.7,1.0,,Resolved
TKT-02925,15211,LOC_01,2010-04-26,Late Delivery,Low,3.0,1.0,,Resolved
TKT-02926,17101,LOC_01,2010-07-20,Login Issue,Low,1.5,0.0,,Resolved
TKT-02927,15569,LOC_08,2010-06-22,Delivery Delay,Medium,4.1,1.0,2,Escalated
TKT-02928,17105,LOC_04,2011-02-26,Account Access,Critical,3.1,1.0,3,Resolved
TKT-02929,15264,LOC_03,2011-11-06,General Enquiry,Critical,,,,Resolved
TKT-02930,13807,LOC_06,2010-02-07,billing issue,Low,9.9,1.0,,Open
TKT-02931,12990,LOC_05,2010-01-24,billing issue,High,4.9,1.0,3,Open
TKT-02932,14757,LOC_03,2011-10-23,General Enquiry,Low,0.8,0.0,,Resolved
TKT-02933,17599,LOC_02,2011-09-23,Delivery Delay,Critical,2.2,1.0,3,Resolved
TKT-02934,12645,LOC_05,2011-03-01,Billing Issue,High,6.8,1.0,1,Resolved
TKT-02935,16130,LOC_02,2011-02-26,General Enquiry,Critical,2.6,1.0,,Open
TKT-02936,14765,LOC_01,2010-07-25,Delivery Delay,Medium,4.7,1.0,4,Resolved
TKT-02937,13474,LOC_03,2011-05-11,Delivery Delay,High,4.8,1.0,3,Resolved
TKT-02938,15462,LOC_07,2011-02-21,Delivery Delay,High,10.4,1.0,2,Resolved
TKT-02939,14341,LOC_01,2010-07-01,General Enquiry,Medium,2.8,1.0,3,Escalated
TKT-02940,16941,LOC_07,2011-03-15,Login Issue,Critical,8.2,1.0,,Resolved
TKT-02941,16238,LOC_05,2010-08-19,Refund Request,Low,7.5,1.0,2,Resolved
TKT-02942,17904,LOC_01,2011-12-05,Product Defect,Critical,7.7,1.0,,Escalated
TKT-02943,16247,LOC_05,2011-02-27,billing issue,High,8.4,1.0,2,Resolved
TKT-02944,16000,LOC_03,2010-10-10,General Enquiry,Medium,2.0,0.0,4,Resolved
TKT-02945,17121,LOC_07,2010-12-23,Account Access,Low,3.5,1.0,3,Resolved
TKT-02946,15947,LOC_08,2010-06-16,Delivery Delay,Low,3.6,1.0,3,Resolved
TKT-02947,13665,LOC_03,2011-11-20,General Enquiry,High,0.8,0.0,5,Resolved
TKT-02948,13201,LOC_07,2011-10-07,General Enquiry,High,3.4,1.0,3,Resolved
TKT-02949,15812,LOC_03,2010-01-09,refund,Critical,7.5,1.0,2,Resolved
TKT-02950,15295,LOC_03,2011-03-20,General Enquiry,Medium,2.0,0.0,4,Resolved
TKT-02951,18005,LOC_02,2011-11-26,Billing,High,8.7,1.0,,Open
TKT-02952,18186,LOC_06,2010-12-24,Account Access,High,1.1,0.0,5,Resolved
TKT-02953,14566,LOC_02,2010-10-13,Billing,Critical,8.0,1.0,1,Resolved
TKT-02954,12864,LOC_04,2011-01-14,refund,Low,4.0,1.0,2,Resolved
TKT-02955,12818,LOC_07,2010-12-09,General Enquiry,Medium,4.0,1.0,2,Resolved
TKT-02956,14170,LOC_07,2011-08-04,Refund Request,Low,11.3,1.0,2,Resolved
TKT-02957,13534,LOC_07,2010-07-14,Account Access,Medium,3.9,1.0,3,Resolved
TKT-02958,12698,LOC_02,2011-09-27,billing issue,High,9.6,1.0,2,Resolved
TKT-02959,13507,LOC_05,2010-05-27,refund,Low,,,,Resolved
TKT-02960,16067,LOC_08,2011-10-01,Billing Issue,Low,6.9,1.0,1,Resolved
TKT-02961,16983,LOC_01,2011-07-19,Billing Issue,Medium,9.6,1.0,1,Resolved
TKT-02962,15038,LOC_07,2011-11-10,refund,Medium,5.4,1.0,1,Resolved
TKT-02963,13763,LOC_02,2010-12-17,Refund Request,Medium,3.6,1.0,2,Resolved
TKT-02964,14765,LOC_06,2011-07-17,delivery delay,Medium,6.7,1.0,,Resolved
TKT-02965,14039,LOC_06,2010-04-20,Defective Product,Medium,5.1,1.0,1,Resolved
TKT-02966,15381,LOC_08,2011-11-25,refund,Low,3.7,1.0,3,Resolved
TKT-02967,13894,LOC_04,2010-02-19,refund,Medium,9.0,1.0,3,Open
TKT-02968,14843,LOC_07,2011-11-18,Billing Issue,Low,10.1,1.0,2,Resolved
TKT-02969,13199,LOC_01,2011-02-03,refund,Low,5.9,1.0,,Resolved
TKT-02970,17506,LOC_03,2011-11-16,refund,High,12.1,1.0,1,Resolved
TKT-02971,17621,LOC_03,2010-07-27,refund,High,8.6,1.0,,Resolved
TKT-02972,17511,LOC_04,2011-06-23,Login Issue,Low,1.0,0.0,5,Resolved
TKT-02973,14390,LOC_04,2010-09-08,Refund Request,Low,4.9,1.0,3,Open
TKT-02974,15826,LOC_08,2011-03-17,General Enquiry,Low,1.0,0.0,5,Open
TKT-02975,12603,LOC_01,2010-09-27,General Enquiry,Medium,,,,Resolved
TKT-02976,14289,LOC_02,2011-12-08,Account Access,Medium,1.2,0.0,4,Resolved
TKT-02977,14277,LOC_08,2011-10-22,Late Delivery,High,4.1,1.0,2,Open
TKT-02978,12533,LOC_03,2011-08-11,billing issue,Low,14.4,1.0,2,Resolved
TKT-02979,16767,LOC_05,2011-05-24,Login Issue,Medium,4.7,1.0,2,Resolved
TKT-02980,16735,LOC_01,2011-04-20,billing issue,Medium,8.2,1.0,1,Resolved
TKT-02981,17728,LOC_03,2011-03-23,billing issue,High,15.8,1.0,1,Resolved
TKT-02982,13298,LOC_01,2011-03-26,General Enquiry,Low,1.8,0.0,,Escalated
TKT-02983,15424,LOC_01,2010-05-08,Refund Request,Low,5.2,1.0,3,Escalated
TKT-02984,16441,LOC_05,2010-03-16,Delivery Delay,Medium,3.4,1.0,,Resolved
TKT-02985,13025,LOC_07,2011-02-03,General Enquiry,Medium,1.5,0.0,5,Resolved
TKT-02986,16439,LOC_07,2010-07-16,Account Access,High,1.9,0.0,5,Escalated
TKT-02987,13365,LOC_02,2011-03-26,Refund Request,Low,,,,Resolved
TKT-02988,16351,LOC_03,2010-02-18,delivery delay,Low,7.3,1.0,3,Escalated
TKT-02989,17436,LOC_05,2011-07-24,refund,Medium,3.3,1.0,2,Resolved
TKT-02990,17298,LOC_01,2011-12-01,Account Access,Low,3.6,1.0,3,Escalated
TKT-02991,16257,LOC_07,2010-09-02,Account Access,Critical,3.8,1.0,,Open
TKT-02992,14809,LOC_04,2011-12-17,Billing,Medium,4.2,1.0,4,Resolved
TKT-02993,16030,LOC_08,2010-12-27,refund,Low,5.7,1.0,2,Resolved
TKT-02994,13313,LOC_01,2011-11-15,Refund Request,Medium,4.4,1.0,,Escalated
TKT-02995,13984,LOC_01,2010-03-19,General Enquiry,High,2.5,1.0,2,Resolved
TKT-02996,12418,LOC_03,2011-04-06,Refund Request,Medium,6.9,1.0,3,Resolved
TKT-02997,17439,LOC_02,2010-05-23,billing issue,Medium,7.1,1.0,3,Resolved
TKT-02998,13925,LOC_06,2011-09-13,delivery delay,High,3.9,1.0,3,Resolved
TKT-02999,18108,LOC_08,2010-12-14,Account Access,High,3.6,1.0,4,Open
TKT-03000,13641,LOC_01,2010-06-12,Account Access,Low,1.8,0.0,,Resolved
TKT-03001,16198,LOC_02,2010-12-02,Delivery Delay,Low,6.4,1.0,2,Resolved
TKT-03002,18249,LOC_02,2011-12-21,Late Delivery,Critical,2.7,1.0,3,Resolved
TKT-03003,18270,LOC_04,2010-02-11,Billing Issue,Low,6.9,1.0,1,Resolved
TKT-03004,16159,LOC_04,2010-11-19,delivery delay,Medium,6.6,1.0,1,Resolved
TKT-03005,15383,LOC_06,2011-10-27,Billing Issue,Critical,7.4,1.0,2,Resolved
TKT-03006,15853,LOC_07,2011-12-20,General Enquiry,Medium,4.7,1.0,4,Resolved
TKT-03007,17634,LOC_05,2010-06-25,refund,Medium,4.2,1.0,,Open
TKT-03008,16214,LOC_05,2010-06-08,General Enquiry,High,2.8,1.0,2,Resolved
TKT-03009,13102,LOC_07,2011-01-08,General Enquiry,Medium,2.1,1.0,3,Resolved
TKT-03010,13342,LOC_03,2010-06-13,Refund Request,Medium,5.4,1.0,2,Escalated
TKT-03011,12858,LOC_01,2010-04-19,Defective Product,Medium,6.3,1.0,1,Resolved
TKT-03012,12607,LOC_02,2011-08-22,General Enquiry,Low,2.9,1.0,2,Open
TKT-03013,15172,LOC_01,2011-04-11,Delivery Delay,Medium,5.0,1.0,,Resolved
TKT-03014,14355,LOC_03,2011-01-13,Delivery Delay,High,9.0,1.0,2,Resolved
TKT-03015,15658,LOC_03,2010-06-22,Product Defect,High,4.7,1.0,2,Open
TKT-03016,17067,LOC_01,2010-03-26,Billing Issue,Medium,7.4,1.0,2,Resolved
TKT-03017,12744,LOC_07,2010-11-08,delivery delay,Medium,6.5,1.0,,Open
TKT-03018,16756,LOC_05,2011-07-09,Billing Issue,Critical,5.5,1.0,1,Resolved
