ticket_id,customer_id,location_id,ticket_date,issue_category,priority,resolution_days,sla_breached,csat_score,status,is_abandoned,csat_responded
TKT-01210,14118,LOC_04,2011-09-21,Delivery,Low,6.7,1,2.0,Resolved,False,True
TKT-01211,13895,LOC_02,2010-12-20,Product Defect,Low,5.9,1,2.0,Resolved,False,True
TKT-01212,15915,LOC_03,2011-02-18,Account Access,High,3.7,1,,Resolved,False,False
TKT-01213,14604,LOC_05,2010-05-12,Refund,Critical,7.4,1,1.0,Resolved,False,True
TKT-01214,17135,LOC_07,2011-04-07,Billing,High,6.9,1,2.0,Resolved,False,True
TKT-01215,14606,LOC_02,2010-12-14,Delivery,High,6.6,1,,Resolved,False,False
TKT-01216,16855,LOC_07,2011-12-23,Delivery,Medium,9.0,1,2.0,Resolved,False,True
TKT-01217,13877,LOC_01,2010-01-04,Delivery,Medium,5.8,1,2.0,Resolved,False,True
TKT-01218,13926,LOC_03,2010-12-14,Refund,Medium,8.7,1,2.0,Resolved,False,True
TKT-01219,13849,LOC_02,2010-03-22,Delivery,Low,2.6,1,2.0,Resolved,False,True
TKT-01220,15916,LOC_08,2011-06-12,Account Access,High,1.5,0,4.0,Escalated,False,True
TKT-01221,15455,LOC_02,2010-06-19,Product Defect,Low,4.9,1,3.0,Resolved,False,True
TKT-01222,15308,LOC_05,2011-10-10,Product Defect,Low,6.6,1,3.0,Resolved,False,True
TKT-01223,16884,LOC_02,2011-01-24,Product Defect,Medium,7.3,1,2.0,Resolved,False,True
TKT-01224,18249,LOC_04,2010-01-21,Delivery,Medium,4.5,1,,Resolved,False,False
TKT-01225,12813,LOC_03,2010-05-25,Account Access,High,2.9,1,2.0,Resolved,False,True
TKT-01226,12990,LOC_01,2011-04-14,Delivery,Medium,3.7,1,4.0,Resolved,False,True
TKT-01227,16232,LOC_07,2010-12-05,Refund,Low,6.8,1,3.0,Open,False,True
TKT-01228,17764,LOC_07,2011-02-25,Product Defect,Critical,6.2,1,3.0,Open,False,True
TKT-01229,16400,LOC_03,2011-09-17,Billing,High,7.6,1,3.0,Resolved,False,True
TKT-01230,15355,LOC_05,2011-10-07,Billing,High,4.6,1,3.0,Resolved,False,True
TKT-01231,14815,LOC_03,2011-12-23,Billing,High,17.4,1,2.0,Resolved,False,True
TKT-01232,15908,LOC_07,2011-03-27,Account Access,Low,2.6,1,3.0,Resolved,False,True
TKT-01233,17068,LOC_06,2011-06-15,Delivery,Critical,3.9,1,3.0,Resolved,False,True
TKT-01234,16574,LOC_01,2010-08-20,Account Access,Critical,4.9,1,2.0,Resolved,False,True
TKT-01235,16190,LOC_07,2010-01-21,Product Defect,Low,11.0,1,1.0,Resolved,False,True
TKT-01236,14571,LOC_02,2011-12-02,Billing,Low,7.6,1,3.0,Escalated,False,True
TKT-01237,12376,LOC_02,2011-11-10,Account Access,Critical,3.3,1,3.0,Resolved,False,True
TKT-01238,17723,LOC_07,2010-04-11,General Enquiry,Low,1.7,0,4.0,Resolved,False,True
TKT-01239,15736,LOC_02,2010-01-19,Billing,High,4.0,1,2.0,Resolved,False,True
TKT-01240,15925,LOC_01,2011-08-24,Delivery,Low,4.0,1,2.0,Escalated,False,True
TKT-01241,14532,LOC_03,2011-01-09,Account Access,High,4.4,1,,Resolved,False,False
TKT-01242,17165,LOC_07,2010-11-10,General Enquiry,High,,1,,Resolved,True,False
TKT-01243,13633,LOC_02,2010-07-13,General Enquiry,Critical,2.9,1,4.0,Open,False,True
TKT-01244,16112,LOC_03,2011-11-26,Billing,High,9.6,1,3.0,Resolved,False,True
TKT-01245,15088,LOC_03,2011-02-24,Refund,Low,12.8,1,3.0,Resolved,False,True
TKT-01246,17200,LOC_03,2010-01-14,Refund,Medium,15.1,1,1.0,Resolved,False,True
TKT-01247,13499,LOC_06,2011-06-14,Refund,Medium,7.6,1,,Resolved,False,False
TKT-01248,15195,LOC_03,2011-01-12,Refund,Medium,12.4,1,1.0,Resolved,False,True
TKT-01249,13482,LOC_07,2010-06-07,Delivery,Medium,10.6,1,1.0,Resolved,False,True
TKT-01250,17393,LOC_05,2010-12-20,Refund,Low,4.4,1,4.0,Resolved,False,True
TKT-01251,12847,LOC_03,2010-05-07,Account Access,Medium,1.5,0,,Resolved,False,False
TKT-01252,16164,LOC_03,2011-09-17,Refund,Medium,14.8,1,,Open,False,False
TKT-01253,17655,LOC_06,2010-12-04,Product Defect,High,7.8,1,2.0,Resolved,False,True
TKT-01254,18162,LOC_04,2010-06-11,Delivery,Medium,5.4,1,,Resolved,False,False
TKT-01255,16778,LOC_07,2011-05-11,Refund,Medium,9.3,1,2.0,Resolved,False,True
TKT-01256,13666,LOC_08,2010-12-23,Billing,High,7.3,1,1.0,Resolved,False,True
TKT-01257,13540,LOC_06,2011-04-10,Billing,High,8.6,1,1.0,Resolved,False,True
TKT-01258,14960,LOC_08,2010-10-16,Account Access,Medium,3.6,1,4.0,Escalated,False,True
TKT-01259,13753,LOC_05,2010-11-11,Refund,Medium,7.9,1,3.0,Resolved,False,True
TKT-01260,14311,LOC_01,2011-04-12,Refund,Medium,5.6,1,1.0,Resolved,False,True
TKT-01261,15647,LOC_04,2010-12-08,General Enquiry,High,2.7,1,2.0,Resolved,False,True
TKT-01262,18210,LOC_02,2010-05-14,Delivery,Low,4.0,1,2.0,Escalated,False,True
TKT-01263,15985,LOC_03,2010-10-13,Delivery,Low,5.3,1,,Open,False,False
TKT-01264,15174,LOC_04,2011-10-22,Product Defect,Medium,5.6,1,3.0,Resolved,False,True
TKT-01265,14095,LOC_03,2010-07-03,Product Defect,Medium,7.3,1,1.0,Resolved,False,True
TKT-01266,12749,LOC_03,2010-03-25,Product Defect,Low,6.1,1,2.0,Resolved,False,True
TKT-01267,17922,LOC_03,2011-07-17,Account Access,Medium,3.0,1,3.0,Escalated,False,True
TKT-01268,18005,LOC_03,2011-02-24,Delivery,Low,3.7,1,,Resolved,False,False
TKT-01269,15633,LOC_02,2010-08-17,Product Defect,Low,5.7,1,1.0,Resolved,False,True
TKT-01270,16690,LOC_07,2010-07-01,Product Defect,High,9.8,1,2.0,Resolved,False,True
TKT-01271,15371,LOC_03,2010-12-18,Billing,Medium,12.1,1,2.0,Resolved,False,True
TKT-01272,17653,LOC_07,2011-10-16,Account Access,Low,,1,,Resolved,True,False
TKT-01273,12808,LOC_07,2010-05-19,Billing,Critical,15.7,1,,Resolved,False,False
TKT-01274,13350,LOC_07,2010-09-06,Refund,Low,11.4,1,1.0,Resolved,False,True
TKT-01275,18148,LOC_03,2011-07-08,Delivery,Medium,4.5,1,3.0,Resolved,False,True
TKT-01276,14731,LOC_06,2011-11-26,Billing,Critical,7.8,1,2.0,Open,False,True
TKT-01277,13436,LOC_02,2010-12-01,Delivery,Low,,1,,Open,True,False
TKT-01278,16873,LOC_06,2011-03-07,Product Defect,Critical,5.3,1,2.0,Resolved,False,True
TKT-01279,16506,LOC_03,2010-08-05,Account Access,High,5.1,1,,Resolved,False,False
TKT-01280,16627,LOC_06,2011-10-17,Product Defect,Medium,5.2,1,2.0,Resolved,False,True
TKT-01281,12913,LOC_07,2010-11-25,General Enquiry,Medium,4.4,1,,Resolved,False,False
TKT-01282,13358,LOC_05,2010-03-21,Account Access,Medium,4.1,1,,Open,False,False
TKT-01283,13096,LOC_05,2010-11-03,Billing,High,4.1,1,3.0,Resolved,False,True
TKT-01284,16413,LOC_02,2011-10-17,Billing,Low,4.5,1,2.0,Open,False,True
TKT-01285,15234,LOC_05,2010-06-07,Delivery,High,3.4,1,3.0,Resolved,False,True
TKT-01286,17786,LOC_04,2010-04-17,Delivery,Critical,2.1,1,2.0,Resolved,False,True
TKT-01287,14404,LOC_03,2010-06-18,Refund,Medium,6.8,1,,Resolved,False,False
TKT-01288,13824,LOC_03,2011-01-09,Billing,Low,9.6,1,3.0,Escalated,False,True
TKT-01289,15673,LOC_03,2010-08-24,Refund,Low,9.6,1,2.0,Resolved,False,True
TKT-01290,17799,LOC_03,2011-04-01,Refund,Medium,12.1,1,1.0,Resolved,False,True
TKT-01291,12761,LOC_06,2011-12-21,Refund,Low,5.4,1,2.0,Open,False,True
TKT-01292,17806,LOC_05,2010-02-09,Refund,Low,5.2,1,1.0,Open,False,True
TKT-01293,13838,LOC_01,2010-10-25,Account Access,Medium,4.3,1,3.0,Resolved,False,True
TKT-01294,17118,LOC_01,2010-12-15,Refund,Medium,8.6,1,,Resolved,False,False
TKT-01295,14158,LOC_05,2010-09-21,General Enquiry,Critical,0.9,0,4.0,Resolved,False,True
TKT-01296,17982,LOC_07,2010-09-08,Account Access,Medium,6.0,1,2.0,Resolved,False,True
TKT-01297,15527,LOC_01,2010-05-09,Product Defect,Low,3.9,1,2.0,Resolved,False,True
TKT-01298,16027,LOC_04,2011-12-17,Delivery,Low,2.3,1,3.0,Resolved,False,True
TKT-01299,17079,LOC_07,2011-08-20,Billing,Medium,,1,,Resolved,True,False
TKT-01300,13925,LOC_01,2011-12-13,Billing,Medium,9.2,1,2.0,Resolved,False,True
TKT-01301,12531,LOC_03,2011-11-13,Billing,High,14.0,1,1.0,Open,False,True
TKT-01302,13077,LOC_08,2011-01-21,Delivery,Medium,5.5,1,2.0,Open,False,True
TKT-01303,16807,LOC_01,2011-11-24,Account Access,Critical,2.5,1,2.0,Open,False,True
TKT-01304,18237,LOC_05,2011-09-22,Delivery,Low,6.2,1,,Resolved,False,False
TKT-01305,17987,LOC_04,2010-12-26,Delivery,Low,5.5,1,,Open,False,False
TKT-01306,14412,LOC_02,2011-01-14,Billing,High,6.5,1,,Resolved,False,False
TKT-01307,12576,LOC_01,2011-02-01,Refund,Medium,6.6,1,1.0,Escalated,False,True
TKT-01308,14175,LOC_04,2011-08-18,Refund,Medium,8.5,1,,Resolved,False,False
TKT-01309,17492,LOC_07,2010-10-05,General Enquiry,Low,1.6,0,3.0,Resolved,False,True
TKT-01310,15887,LOC_02,2010-05-10,Product Defect,Low,7.6,1,1.0,Resolved,False,True
TKT-01311,18183,LOC_06,2011-08-11,Billing,Low,9.7,1,2.0,Resolved,False,True
TKT-01312,13090,LOC_04,2010-11-01,Billing,Medium,6.0,1,,Resolved,False,False
TKT-01313,17214,LOC_03,2011-11-13,Delivery,Medium,6.6,1,2.0,Resolved,False,True
TKT-01314,15754,LOC_06,2010-05-16,Billing,Medium,7.0,1,1.0,Open,False,True
TKT-01315,13074,LOC_02,2011-05-09,Account Access,High,3.2,1,,Resolved,False,False
TKT-01316,17268,LOC_04,2011-02-27,Billing,Low,9.9,1,,Resolved,False,False
TKT-01317,18102,LOC_04,2011-11-25,Billing,Medium,6.1,1,,Escalated,False,False
TKT-01318,15711,LOC_04,2011-08-23,Refund,Low,3.1,1,,Resolved,False,False
TKT-01319,17286,LOC_03,2011-12-26,Delivery,Medium,8.7,1,2.0,Resolved,False,True
TKT-01320,15292,LOC_07,2011-02-03,General Enquiry,High,1.9,0,4.0,Resolved,False,True
TKT-01321,12562,LOC_06,2010-09-17,General Enquiry,High,2.4,1,2.0,Resolved,False,True
TKT-01322,17507,LOC_05,2010-11-08,Account Access,Low,3.8,1,3.0,Open,False,True
TKT-01323,15699,LOC_07,2011-09-25,Delivery,Medium,7.5,1,,Resolved,False,False
TKT-01324,12836,LOC_08,2010-07-24,Billing,Critical,7.0,1,2.0,Resolved,False,True
TKT-01325,18256,LOC_05,2010-01-02,Delivery,High,3.2,1,4.0,Resolved,False,True
TKT-01326,15578,LOC_03,2010-04-05,Delivery,Low,8.7,1,1.0,Resolved,False,True
TKT-01327,16359,LOC_07,2011-11-06,Billing,Medium,9.8,1,3.0,Open,False,True
TKT-01328,14838,LOC_01,2010-09-08,Billing,Low,9.5,1,3.0,Resolved,False,True
TKT-01329,14122,LOC_04,2011-08-07,Refund,Medium,7.8,1,2.0,Resolved,False,True
TKT-01330,14360,LOC_04,2010-07-07,Delivery,Medium,5.5,1,2.0,Resolved,False,True
TKT-01331,13330,LOC_08,2011-08-26,Refund,Low,,1,,Open,True,False
TKT-01332,17060,LOC_08,2010-09-07,Refund,Medium,6.0,1,3.0,Resolved,False,True
TKT-01333,16954,LOC_07,2010-11-25,General Enquiry,High,1.2,0,4.0,Resolved,False,True
TKT-01334,13888,LOC_04,2010-09-07,Account Access,Low,3.4,1,2.0,Resolved,False,True
TKT-01335,14346,LOC_04,2011-08-16,Billing,High,7.1,1,2.0,Resolved,False,True
TKT-01336,15893,LOC_03,2010-11-20,Refund,Medium,6.3,1,,Escalated,False,False
TKT-01337,17101,LOC_07,2011-01-20,Refund,High,14.1,1,1.0,Resolved,False,True
TKT-01338,17308,LOC_07,2011-10-26,General Enquiry,Low,2.2,1,,Resolved,False,False
TKT-01339,15053,LOC_07,2010-01-01,Refund,Low,6.9,1,1.0,Resolved,False,True
TKT-01340,14187,LOC_01,2010-10-19,Billing,Low,8.2,1,1.0,Escalated,False,True
TKT-01341,14784,LOC_03,2010-11-08,Delivery,High,5.2,1,1.0,Resolved,False,True
TKT-01342,14360,LOC_04,2010-09-20,Refund,Medium,7.8,1,1.0,Resolved,False,True
TKT-01343,15848,LOC_01,2011-11-24,General Enquiry,Medium,2.5,1,,Resolved,False,False
TKT-01344,16763,LOC_03,2010-09-23,General Enquiry,Low,,1,,Resolved,True,False
TKT-01345,15298,LOC_01,2011-11-07,Delivery,Low,2.8,1,4.0,Resolved,False,True
TKT-01346,16206,LOC_08,2011-06-06,Account Access,Medium,4.3,1,3.0,Escalated,False,True
TKT-01347,14354,LOC_07,2010-08-21,Product Defect,Low,10.7,1,,Escalated,False,False
TKT-01348,14383,LOC_05,2011-05-11,Product Defect,Critical,5.2,1,3.0,Resolved,False,True
TKT-01349,16590,LOC_02,2010-01-22,Delivery,Medium,2.6,1,2.0,Resolved,False,True
TKT-01350,15636,LOC_03,2010-10-22,Refund,Low,14.3,1,1.0,Resolved,False,True
TKT-01351,15435,LOC_01,2011-12-26,Refund,Low,,1,,Resolved,True,False
TKT-01352,14344,LOC_04,2011-08-09,Delivery,Low,5.6,1,2.0,Open,False,True
TKT-01353,12662,LOC_07,2011-04-19,Account Access,Medium,2.0,0,4.0,Resolved,False,True
TKT-01354,16720,LOC_01,2011-06-18,Delivery,Low,5.6,1,,Resolved,False,False
TKT-01355,14945,LOC_01,2011-06-07,Refund,Medium,3.0,1,,Resolved,False,False
TKT-01356,17280,LOC_02,2010-05-21,Delivery,High,6.6,1,,Resolved,False,False
TKT-01357,15224,LOC_06,2011-04-12,Billing,Low,9.7,1,2.0,Resolved,False,True
TKT-01358,14862,LOC_07,2010-03-10,Billing,High,6.8,1,2.0,Resolved,False,True
TKT-01359,12666,LOC_07,2011-12-01,Refund,Medium,6.7,1,2.0,Resolved,False,True
TKT-01360,16095,LOC_04,2010-10-08,Account Access,Critical,4.6,1,2.0,Escalated,False,True
TKT-01361,12762,LOC_01,2010-12-18,Product Defect,Medium,3.6,1,3.0,Open,False,True
TKT-01362,13312,LOC_07,2010-06-16,Delivery,Low,5.7,1,1.0,Open,False,True
TKT-01363,18104,LOC_01,2011-04-02,Delivery,Critical,6.8,1,1.0,Resolved,False,True
TKT-01364,12869,LOC_03,2010-10-10,Refund,Low,7.5,1,1.0,Resolved,False,True
TKT-01365,18203,LOC_03,2010-06-12,Product Defect,Medium,7.5,1,1.0,Resolved,False,True
TKT-01366,17544,LOC_03,2010-06-02,Billing,Critical,7.3,1,2.0,Resolved,False,True
TKT-01367,14492,LOC_03,2010-12-05,Account Access,Low,2.8,1,4.0,Resolved,False,True
TKT-01368,15580,LOC_07,2010-04-01,Billing,Medium,14.2,1,,Open,False,False
TKT-01369,14118,LOC_02,2010-03-13,Refund,Critical,3.0,1,2.0,Resolved,False,True
TKT-01370,14297,LOC_07,2010-09-04,Delivery,Medium,7.2,1,2.0,Resolved,False,True
TKT-01371,14204,LOC_07,2010-04-22,Refund,Medium,10.3,1,1.0,Resolved,False,True
TKT-01372,15032,LOC_04,2010-09-13,General Enquiry,Medium,1.4,0,4.0,Escalated,False,True
TKT-01373,17061,LOC_01,2011-06-16,Billing,Medium,5.2,1,2.0,Resolved,False,True
TKT-01374,13082,LOC_05,2011-03-13,Account Access,Critical,3.1,1,3.0,Resolved,False,True
TKT-01375,15662,LOC_07,2011-11-21,Billing,Medium,10.6,1,2.0,Resolved,False,True
TKT-01376,14580,LOC_03,2010-07-18,General Enquiry,Medium,0.9,0,5.0,Resolved,False,True
TKT-01377,18105,LOC_07,2010-11-24,Delivery,High,,1,,Open,True,False
TKT-01378,17812,LOC_06,2011-10-26,Account Access,Medium,3.2,1,2.0,Resolved,False,True
TKT-01379,16954,LOC_08,2011-11-23,Billing,High,,1,,Open,True,False
TKT-01380,15773,LOC_07,2011-11-07,Delivery,Low,5.5,1,2.0,Resolved,False,True
TKT-01381,13618,LOC_02,2011-11-18,Refund,Medium,3.2,1,3.0,Resolved,False,True
TKT-01382,13170,LOC_03,2010-12-03,Refund,Medium,,1,,Resolved,True,False
TKT-01383,14140,LOC_01,2010-12-09,Refund,Low,3.4,1,2.0,Resolved,False,True
TKT-01384,16536,LOC_01,2010-06-07,Delivery,Critical,,1,,Resolved,True,False
TKT-01385,15134,LOC_06,2011-07-19,Refund,High,6.3,1,,Resolved,False,False
TKT-01386,16227,LOC_08,2010-01-08,Product Defect,Low,5.7,1,1.0,Resolved,False,True
TKT-01387,18044,LOC_08,2011-11-24,Refund,Medium,3.9,1,2.0,Resolved,False,True
TKT-01388,16810,LOC_03,2011-04-17,Refund,Medium,6.8,1,1.0,Escalated,False,True
TKT-01389,16495,LOC_02,2011-02-21,Billing,Medium,9.1,1,,Resolved,False,False
TKT-01390,17183,LOC_05,2010-01-06,Account Access,High,3.3,1,,Escalated,False,False
TKT-01391,17369,LOC_02,2011-12-20,General Enquiry,Low,0.8,0,4.0,Resolved,False,True
TKT-01392,15732,LOC_03,2010-09-20,Delivery,High,4.3,1,3.0,Resolved,False,True
TKT-01393,17553,LOC_07,2011-04-23,Product Defect,Medium,12.1,1,2.0,Resolved,False,True
TKT-01394,14300,LOC_07,2011-04-11,Product Defect,Medium,,1,,Resolved,True,False
TKT-01395,13262,LOC_07,2010-03-12,Refund,Low,4.8,1,3.0,Escalated,False,True
TKT-01396,14341,LOC_04,2010-08-01,Billing,Critical,5.9,1,,Open,False,False
TKT-01397,18278,LOC_05,2011-11-11,Account Access,Medium,3.2,1,2.0,Resolved,False,True
TKT-01398,13019,LOC_07,2011-08-22,General Enquiry,Low,2.5,1,3.0,Resolved,False,True
TKT-01399,12453,LOC_02,2010-06-04,Billing,Low,7.7,1,2.0,Open,False,True
TKT-01400,13661,LOC_07,2010-01-24,General Enquiry,Medium,4.7,1,2.0,Open,False,True
TKT-01401,13308,LOC_01,2010-11-17,General Enquiry,Low,1.6,0,4.0,Resolved,False,True
TKT-01402,18046,LOC_07,2011-10-17,Refund,Medium,7.4,1,2.0,Resolved,False,True
TKT-01403,15761,LOC_07,2011-11-11,Delivery,Critical,5.0,1,3.0,Open,False,True
TKT-01404,14480,LOC_03,2010-04-08,Delivery,Medium,9.4,1,1.0,Resolved,False,True
TKT-01405,16892,LOC_06,2011-01-10,Product Defect,Low,3.7,1,2.0,Resolved,False,True
TKT-01406,17162,LOC_02,2010-09-08,Product Defect,Low,4.2,1,3.0,Escalated,False,True
TKT-01407,13447,LOC_05,2010-10-04,Refund,Low,,1,,Escalated,True,False
TKT-01408,15824,LOC_06,2010-01-23,Account Access,High,3.1,1,4.0,Resolved,False,True
TKT-01409,13602,LOC_06,2010-11-02,General Enquiry,Low,2.6,1,3.0,Resolved,False,True
TKT-01410,14113,LOC_08,2011-12-11,Account Access,Low,1.7,0,3.0,Resolved,False,True
TKT-01411,16274,LOC_02,2010-11-23,General Enquiry,Critical,1.2,0,4.0,Resolved,False,True
TKT-01412,15217,LOC_04,2011-02-01,Product Defect,Medium,5.9,1,,Resolved,False,False
TKT-01413,12565,LOC_07,2011-03-08,Billing,Medium,10.8,1,2.0,Open,False,True
TKT-01414,13231,LOC_05,2010-04-06,Billing,Critical,5.9,1,2.0,Resolved,False,True
TKT-01415,17914,LOC_07,2011-12-02,Delivery,Medium,10.9,1,2.0,Resolved,False,True
TKT-01416,14818,LOC_03,2010-12-23,Refund,Low,8.7,1,2.0,Resolved,False,True
TKT-01417,18237,LOC_07,2011-04-07,Delivery,High,,1,,Open,True,False
TKT-01418,16806,LOC_07,2011-06-15,Billing,Low,5.9,1,1.0,Resolved,False,True
TKT-01419,14877,LOC_07,2010-02-22,General Enquiry,Medium,4.0,1,3.0,Open,False,True
TKT-01420,13362,LOC_07,2010-01-18,General Enquiry,High,2.8,1,,Open,False,False
TKT-01421,17015,LOC_02,2011-05-25,Billing,Critical,6.2,1,,Resolved,False,False
TKT-01422,13681,LOC_03,2011-11-26,Billing,Medium,10.4,1,,Resolved,False,False
TKT-01423,17186,LOC_02,2011-10-09,Product Defect,Medium,7.3,1,,Resolved,False,False
TKT-01424,13886,LOC_02,2011-11-07,Delivery,Low,4.3,1,2.0,Resolved,False,True
TKT-01425,14094,LOC_04,2011-12-19,Account Access,Medium,3.1,1,2.0,Resolved,False,True
TKT-01426,13949,LOC_08,2011-04-11,Refund,Medium,3.8,1,4.0,Escalated,False,True
TKT-01427,16257,LOC_05,2010-12-03,Billing,Medium,8.0,1,1.0,Resolved,False,True
TKT-01428,12858,LOC_07,2011-12-17,Refund,High,5.5,1,2.0,Resolved,False,True
TKT-01429,18174,LOC_08,2010-01-16,Delivery,Medium,6.4,1,,Resolved,False,False
TKT-01430,16132,LOC_01,2010-10-26,General Enquiry,Low,0.8,0,5.0,Resolved,False,True
TKT-01431,13917,LOC_02,2011-07-02,Product Defect,Medium,7.3,1,2.0,Resolved,False,True
TKT-01432,14019,LOC_03,2010-01-06,General Enquiry,Low,3.9,1,,Open,False,False
TKT-01433,13075,LOC_05,2011-09-21,Billing,Low,9.9,1,1.0,Resolved,False,True
TKT-01434,15790,LOC_01,2010-10-25,Billing,Low,4.1,1,4.0,Open,False,True
TKT-01435,14629,LOC_07,2010-06-26,Delivery,Critical,6.4,1,3.0,Open,False,True
TKT-01436,16462,LOC_01,2010-12-03,General Enquiry,High,1.9,0,4.0,Resolved,False,True
TKT-01437,13519,LOC_02,2011-04-23,Refund,Critical,5.3,1,3.0,Resolved,False,True
TKT-01438,12844,LOC_03,2011-02-03,Account Access,Medium,7.4,1,1.0,Resolved,False,True
TKT-01439,15963,LOC_05,2010-01-10,Delivery,Low,4.8,1,4.0,Resolved,False,True
TKT-01440,14103,LOC_07,2011-12-19,Billing,Low,8.9,1,,Resolved,False,False
TKT-01441,16032,LOC_08,2010-09-25,Delivery,Low,5.6,1,2.0,Open,False,True
TKT-01442,16847,LOC_07,2010-09-20,Refund,High,12.7,1,2.0,Resolved,False,True
TKT-01443,18153,LOC_01,2011-07-13,General Enquiry,Low,0.8,0,4.0,Open,False,True
TKT-01444,17979,LOC_05,2011-03-23,Product Defect,Low,5.9,1,2.0,Resolved,False,True
TKT-01445,18280,LOC_03,2010-01-11,Billing,High,9.1,1,1.0,Open,False,True
TKT-01446,14534,LOC_01,2011-04-25,Refund,Low,7.1,1,1.0,Resolved,False,True
TKT-01447,15353,LOC_05,2010-06-13,Billing,Medium,8.7,1,,Resolved,False,False
TKT-01448,15477,LOC_03,2011-12-02,Refund,Medium,7.2,1,3.0,Escalated,False,True
TKT-01449,18176,LOC_03,2011-09-04,Billing,High,,1,,Resolved,True,False
TKT-01450,13143,LOC_01,2010-06-01,Account Access,High,3.6,1,2.0,Open,False,True
TKT-01451,13232,LOC_08,2011-12-09,Account Access,Medium,4.6,1,3.0,Resolved,False,True
TKT-01452,16770,LOC_06,2010-12-22,Refund,High,5.6,1,2.0,Escalated,False,True
TKT-01453,16647,LOC_03,2011-10-08,Billing,High,9.6,1,2.0,Resolved,False,True
TKT-01454,16624,LOC_08,2010-10-19,Delivery,High,2.0,0,4.0,Open,False,True
TKT-01455,13432,LOC_08,2010-09-16,Billing,Critical,8.2,1,3.0,Resolved,False,True
TKT-01456,13367,LOC_07,2010-06-15,Product Defect,Low,10.0,1,2.0,Open,False,True
TKT-01457,15775,LOC_06,2011-10-13,Billing,Low,6.4,1,2.0,Resolved,False,True
TKT-01458,15562,LOC_03,2010-11-16,General Enquiry,Medium,,1,,Resolved,True,False
TKT-01459,16840,LOC_03,2011-02-07,General Enquiry,Medium,3.4,1,4.0,Resolved,False,True
TKT-01460,18161,LOC_04,2010-03-14,Billing,High,4.7,1,3.0,Open,False,True
TKT-01461,15332,LOC_08,2011-03-05,Refund,Low,9.0,1,1.0,Resolved,False,True
TKT-01462,15484,LOC_07,2011-11-01,Refund,Medium,6.0,1,2.0,Resolved,False,True
TKT-01463,18175,LOC_03,2011-09-18,Delivery,Medium,5.1,1,3.0,Resolved,False,True
TKT-01464,16677,LOC_05,2011-03-07,Billing,Medium,5.1,1,,Resolved,False,False
TKT-01465,18169,LOC_05,2011-04-23,Billing,Low,9.2,1,1.0,Open,False,True
TKT-01466,14642,LOC_07,2011-10-23,Account Access,Low,3.8,1,2.0,Escalated,False,True
TKT-01467,14365,LOC_01,2011-03-14,Delivery,Low,2.7,1,2.0,Resolved,False,True
TKT-01468,13905,LOC_06,2011-12-18,Refund,Medium,3.5,1,4.0,Resolved,False,True
TKT-01469,13162,LOC_03,2010-11-22,General Enquiry,Medium,2.7,1,3.0,Escalated,False,True
TKT-01470,17580,LOC_01,2010-12-18,Refund,Low,3.7,1,4.0,Resolved,False,True
TKT-01471,17716,LOC_07,2010-10-27,General Enquiry,High,2.4,1,3.0,Resolved,False,True
TKT-01472,15756,LOC_03,2010-11-22,Refund,High,,1,,Resolved,True,False
TKT-01473,18157,LOC_07,2010-04-19,Delivery,Low,7.0,1,1.0,Resolved,False,True
TKT-01474,15393,LOC_02,2011-11-05,General Enquiry,High,2.9,1,3.0,Escalated,False,True
TKT-01475,15279,LOC_08,2010-12-02,Delivery,Low,5.1,1,1.0,Resolved,False,True
TKT-01476,15155,LOC_07,2011-11-12,General Enquiry,High,3.1,1,3.0,Resolved,False,True
TKT-01477,14321,LOC_03,2011-04-02,Product Defect,Critical,5.4,1,2.0,Resolved,False,True
TKT-01478,14327,LOC_07,2011-06-05,General Enquiry,Low,3.5,1,2.0,Open,False,True
TKT-01479,15585,LOC_01,2011-06-23,Billing,High,5.9,1,,Resolved,False,False
TKT-01480,13330,LOC_06,2011-01-25,Billing,Low,4.6,1,3.0,Resolved,False,True
TKT-01481,15082,LOC_01,2011-09-22,Billing,Critical,7.2,1,2.0,Resolved,False,True
TKT-01482,15766,LOC_03,2010-06-06,Billing,Medium,15.0,1,1.0,Resolved,False,True
TKT-01483,14796,LOC_08,2011-11-07,Account Access,Medium,2.7,1,,Resolved,False,False
TKT-01484,16255,LOC_01,2010-10-22,Delivery,High,,1,,Resolved,True,False
TKT-01485,16687,LOC_05,2010-06-09,Refund,Low,3.9,1,4.0,Resolved,False,True
TKT-01486,17770,LOC_01,2010-03-11,Refund,Medium,7.1,1,2.0,Resolved,False,True
TKT-01487,16003,LOC_06,2010-08-27,Refund,Low,8.8,1,1.0,Resolved,False,True
TKT-01488,17319,LOC_03,2010-12-17,Account Access,Medium,7.0,1,,Open,False,False
TKT-01489,13851,LOC_03,2011-04-26,Billing,High,12.3,1,2.0,Resolved,False,True
TKT-01490,15977,LOC_03,2011-07-06,Billing,High,13.5,1,,Resolved,False,False
TKT-01491,16577,LOC_02,2010-07-02,Billing,Medium,9.3,1,1.0,Resolved,False,True
TKT-01492,14534,LOC_08,2010-07-26,Billing,High,7.9,1,2.0,Resolved,False,True
TKT-01493,15070,LOC_08,2011-10-04,Delivery,Low,2.5,1,4.0,Resolved,False,True
