customer_id,total_tickets,sla_breaches,avg_csat,segment,clv,region,churn_risk,risk_tier
13939,1,1,2.0,Retail,172.84,UK,False,Low Risk
13941,2,2,4.0,Retail,917.75,UK,False,Low Risk
13942,3,3,3.3333333333333335,Retail,1155.85,UK,False,Low Risk
13943,3,2,4.0,Retail,926.22,Germany,False,Low Risk
13944,1,1,3.0,Retail,1197.32,Germany,False,Low Risk
13945,2,2,1.0,Retail,190.85,France,True,High Risk
13946,2,2,3.0,Retail,732.48,UK,False,Low Risk
13947,4,3,3.3333333333333335,Retail,981.13,UK,False,Low Risk
13948,3,3,3.0,Corporate,13939.17,UK,False,Low Risk
13949,3,3,2.6666666666666665,Retail,421.34,Germany,False,Low Risk
13950,2,2,2.0,Retail,318.01,UK,True,High Risk
13951,1,1,3.0,Wholesale,1465.85,UK,False,Low Risk
13952,6,5,3.0,Corporate,3564.73,UK,False,Low Risk
13953,2,2,2.0,Corporate,6063.77,EIRE,True,Critical Risk
13954,7,7,2.2857142857142856,Retail,163.27,UK,True,High Risk
13955,2,1,3.0,Retail,479.65,UK,False,Low Risk
13956,6,6,2.3333333333333335,Retail,53.47,EIRE,True,High Risk
13957,2,2,2.5,Wholesale,3233.12,EIRE,False,Low Risk
13958,1,1,1.0,Corporate,3632.15,UK,False,Low Risk
13959,3,2,1.0,Corporate,3774.54,Germany,True,Critical Risk
13961,5,5,1.6666666666666667,Wholesale,3611.26,UK,True,Critical Risk
13962,1,1,2.0,Retail,275.67,UK,False,Low Risk
13963,1,1,2.0,Corporate,4474.96,UK,False,Low Risk
13964,4,4,2.3333333333333335,Retail,133.46,UK,True,High Risk
13965,3,2,2.6666666666666665,Corporate,6627.45,UK,False,Low Risk
13966,1,1,2.0,Retail,528.14,Germany,False,Low Risk
13967,3,3,3.0,Retail,614.12,Netherlands,False,Low Risk
13968,3,3,1.6666666666666667,Retail,890.28,UK,True,High Risk
13969,5,3,3.2,Retail,1186.22,UK,False,Low Risk
13970,3,3,2.3333333333333335,Corporate,2321.06,UK,True,Critical Risk
13971,2,1,2.5,Retail,1113.34,UK,False,Low Risk
13972,1,1,,Retail,195.33,UK,False,Low Risk
13974,3,3,1.0,Corporate,9806.95,Other Europe,True,Critical Risk
13975,3,3,3.0,Retail,589.82,France,False,Low Risk
13976,4,3,2.3333333333333335,Retail,743.73,Other Europe,True,High Risk
13977,3,2,2.6666666666666665,Retail,150.71,Germany,False,Low Risk
13978,1,1,4.0,Corporate,10108.79,UK,False,Low Risk
13979,1,1,4.0,Retail,326.61,UK,False,Low Risk
13980,1,1,2.0,Retail,1116.91,UK,False,Low Risk
13981,2,2,1.0,Retail,111.45,UK,True,High Risk
13982,4,4,2.0,Retail,613.25,UK,True,High Risk
13983,1,0,3.0,Retail,232.55,UK,False,Low Risk
13984,7,7,2.8333333333333335,Wholesale,3176.57,France,False,Low Risk
13985,3,3,3.0,Corporate,8067.01,Netherlands,False,Low Risk
13986,3,3,2.6666666666666665,Corporate,2893.76,Other Europe,False,Low Risk
13987,2,2,2.0,Retail,413.83,UK,True,High Risk
13988,3,3,2.0,Retail,146.84,UK,True,High Risk
13989,1,1,2.0,Wholesale,4180.86,Unknown,False,Low Risk
13990,2,2,3.0,Corporate,7016.17,UK,False,Low Risk
13991,2,2,1.0,Retail,568.12,France,True,High Risk
13992,4,4,2.3333333333333335,Retail,340.68,Germany,True,High Risk
13993,5,3,3.3333333333333335,Retail,522.87,UK,False,Low Risk
13994,1,1,2.0,Retail,365.73,EIRE,False,Low Risk
13995,2,2,2.5,Corporate,8653.15,Germany,False,Low Risk
13996,2,1,1.0,Wholesale,2720.37,Germany,False,Low Risk
13997,5,5,2.3333333333333335,Corporate,7433.59,UK,True,Critical Risk
13998,1,1,1.0,Wholesale,3161.01,UK,False,Low Risk
13999,2,1,2.0,Retail,275.68,France,False,Low Risk
14000,5,3,3.6,Retail,808.43,Germany,False,Low Risk
14001,3,2,1.5,Retail,1059.99,UK,True,High Risk
14002,1,1,4.0,Corporate,8067.01,Netherlands,False,Low Risk
14003,3,2,3.0,Retail,742.08,Germany,False,Low Risk
14004,3,2,3.0,Retail,871.24,Netherlands,False,Low Risk
14005,5,5,1.75,Retail,303.08,Other Europe,True,High Risk
14006,1,1,3.0,Retail,884.13,France,False,Low Risk
14007,4,4,2.25,Corporate,14319.11,UK,True,Critical Risk
14008,2,2,4.0,Wholesale,2410.84,UK,False,Low Risk
14009,1,1,3.0,Wholesale,2938.28,UK,False,Low Risk
14010,1,1,3.0,Retail,886.24,Other Europe,False,Low Risk
14011,2,2,2.0,Corporate,8067.01,UK,True,Critical Risk
14012,1,1,,Retail,614.12,UK,False,Low Risk
14013,3,2,3.3333333333333335,Wholesale,2409.5,UK,False,Low Risk
14014,1,1,2.0,Corporate,4039.73,UK,False,Low Risk
14015,1,1,2.0,Retail,384.24,Unknown,False,Low Risk
14016,4,3,2.5,Corporate,13840.74,Germany,False,Low Risk
14017,4,4,3.0,Corporate,8067.01,UK,False,Low Risk
14019,4,3,2.5,Corporate,2148.07,Other Europe,False,Low Risk
14020,2,2,3.0,Retail,1106.3,France,False,Low Risk
14021,3,3,1.0,Retail,626.01,UK,True,High Risk
14022,3,3,2.0,Retail,606.81,Netherlands,True,High Risk
14023,1,1,,Corporate,8885.38,UK,False,Low Risk
14024,2,1,3.0,Retail,614.12,Other Europe,False,Low Risk
14025,6,6,2.5,Corporate,9027.18,EIRE,False,Low Risk
14026,3,3,3.0,Retail,614.12,UK,False,Low Risk
14029,3,2,2.0,Wholesale,4383.33,France,True,Critical Risk
14030,3,3,2.6666666666666665,Retail,243.43,Netherlands,False,Low Risk
14031,3,3,2.0,Retail,301.52,Other Europe,True,High Risk
14032,3,3,2.0,Retail,244.19,UK,True,High Risk
14033,1,0,4.0,Corporate,6758.37,UK,False,Low Risk
14034,1,1,1.0,Corporate,8851.92,UK,False,Low Risk
14035,3,2,2.5,Corporate,6342.59,UK,False,Low Risk
14036,2,2,4.0,Corporate,8487.47,EIRE,False,Low Risk
14037,4,4,1.3333333333333333,Retail,713.53,UK,True,High Risk
14038,2,1,3.5,Retail,261.95,UK,False,Low Risk
14039,1,1,1.0,Retail,881.27,France,False,Low Risk
14040,2,2,2.0,Retail,804.87,UK,True,High Risk
14041,3,3,2.0,Corporate,5278.63,UK,True,Critical Risk
14043,2,1,3.5,Retail,736.49,UK,False,Low Risk
14044,3,3,2.0,Retail,534.97,UK,True,High Risk
14046,3,3,3.0,Corporate,2048.36,Other Europe,False,Low Risk
14047,5,4,2.2,Corporate,9566.91,UK,True,Critical Risk
14048,1,1,4.0,Retail,602.75,UK,False,Low Risk
14049,3,2,4.0,Corporate,13008.21,France,False,Low Risk
14050,2,2,2.0,Retail,712.87,Unknown,True,High Risk
14051,3,3,2.0,Corporate,10052.07,UK,True,Critical Risk
14052,1,1,3.0,Retail,222.86,Netherlands,False,Low Risk
14053,1,1,,Retail,795.32,Netherlands,False,Low Risk
14054,4,4,3.0,Retail,557.38,UK,False,Low Risk
14055,4,4,3.5,Corporate,13198.79,Unknown,False,Low Risk
14056,1,1,3.0,Retail,636.18,UK,False,Low Risk
14057,3,3,1.3333333333333333,Retail,930.17,France,True,High Risk
14058,2,2,3.0,Retail,320.9,Unknown,False,Low Risk
14059,1,1,,Retail,263.35,UK,False,Low Risk
14060,1,1,1.0,Corporate,2365.58,Germany,False,Low Risk
14061,2,2,1.0,Retail,887.63,UK,True,High Risk
14062,2,1,5.0,Retail,1074.26,EIRE,False,Low Risk
14063,2,2,2.5,Corporate,13414.44,UK,False,Low Risk
14064,2,2,2.0,Retail,449.05,UK,True,High Risk
14065,1,0,5.0,Corporate,7713.05,Germany,False,Low Risk
14066,3,2,2.0,Retail,869.49,Other Europe,True,High Risk
14067,3,3,2.0,Retail,866.28,EIRE,True,High Risk
14068,2,1,3.0,Corporate,2759.95,UK,False,Low Risk
14069,5,4,3.25,Retail,696.43,Netherlands,False,Low Risk
14070,4,3,2.6666666666666665,Retail,110.66,France,False,Low Risk
14071,2,2,1.0,Corporate,4037.92,Other Europe,True,Critical Risk
14072,1,1,3.0,Retail,630.18,UK,False,Low Risk
14073,3,1,4.5,Retail,109.03,UK,False,Low Risk
14074,4,4,2.3333333333333335,Retail,517.43,EIRE,True,High Risk
14075,2,2,2.0,Retail,135.19,Germany,True,High Risk
14076,2,2,2.0,Corporate,13330.09,Other Europe,True,Critical Risk
14077,3,3,,Retail,668.12,UK,False,Low Risk
14078,2,2,1.0,Wholesale,858.86,Other Europe,True,High Risk
14079,1,1,,Retail,1182.35,UK,False,Low Risk
14081,4,4,2.5,Retail,614.12,UK,False,Low Risk
14082,2,2,2.5,Wholesale,1065.7,Other Europe,False,Low Risk
14083,1,1,2.0,Corporate,14420.83,UK,False,Low Risk
14084,3,3,3.0,Corporate,8067.01,Germany,False,Low Risk
14085,2,2,1.0,Retail,631.55,Germany,True,High Risk
14086,1,0,5.0,Corporate,4219.99,UK,False,Low Risk
14087,2,2,1.5,Retail,984.34,UK,True,High Risk
14088,4,4,3.0,Retail,1181.14,Germany,False,Low Risk
14089,3,3,2.0,Retail,737.91,UK,True,High Risk
14090,5,4,4.0,Wholesale,4411.39,Germany,False,Low Risk
14091,6,6,2.2,Corporate,8949.27,UK,True,Critical Risk
14092,3,3,3.0,Retail,335.9,UK,False,Low Risk
14093,3,3,2.0,Corporate,11665.53,UK,True,Critical Risk
14094,1,1,2.0,Corporate,10764.43,UK,False,Low Risk
14095,5,5,2.5,Retail,688.88,UK,False,Low Risk
14096,3,3,1.5,Corporate,8861.04,Other Europe,True,Critical Risk
14097,3,3,2.0,Retail,171.5,UK,True,High Risk
14098,1,1,3.0,Retail,1147.61,UK,False,Low Risk
14100,2,2,2.0,Corporate,11054.59,EIRE,True,Critical Risk
14103,5,3,4.0,Retail,450.26,Germany,False,Low Risk
14104,1,1,2.0,Retail,614.12,UK,False,Low Risk
14105,2,2,2.0,Retail,233.86,Netherlands,True,High Risk
14106,3,3,1.5,Corporate,4744.64,UK,True,Critical Risk
14107,2,1,2.5,Retail,289.56,EIRE,False,Low Risk
14108,2,2,2.0,Retail,447.68,Unknown,True,High Risk
14109,1,1,2.0,Corporate,6370.15,UK,False,Low Risk
14110,3,3,1.6666666666666667,Wholesale,2723.3,UK,True,Critical Risk
14111,3,2,2.5,Retail,382.57,UK,False,Low Risk
14112,3,3,1.0,Corporate,8067.01,Other Europe,True,Critical Risk
14113,3,2,2.6666666666666665,Wholesale,2445.32,UK,False,Low Risk
14114,3,3,2.6666666666666665,Wholesale,1125.43,UK,False,Low Risk
14115,2,2,2.5,Retail,308.04,UK,False,Low Risk
14116,3,3,1.6666666666666667,Retail,707.02,Other Europe,True,High Risk
14117,1,1,2.0,Corporate,5439.76,UK,False,Low Risk
14118,3,3,1.6666666666666667,Corporate,10326.28,Germany,True,Critical Risk
14119,3,3,2.0,Retail,614.12,UK,True,High Risk
14120,4,4,2.6666666666666665,Wholesale,4707.88,UK,False,Low Risk
14121,2,2,2.0,Corporate,11450.74,UK,True,Critical Risk
14122,1,1,2.0,Corporate,8402.96,Unknown,False,Low Risk
14123,3,3,2.0,Wholesale,2656.54,France,True,Critical Risk
14124,5,4,2.8,Corporate,3212.74,EIRE,False,Low Risk
14125,2,2,2.0,Corporate,3306.89,Other Europe,True,Critical Risk
14126,5,5,1.5,Retail,107.25,UK,True,High Risk
14127,2,2,3.0,Retail,859.53,UK,False,Low Risk
14128,1,1,1.0,Retail,523.82,UK,False,Low Risk
14130,2,2,3.5,Retail,317.06,UK,False,Low Risk
14131,5,4,1.0,Retail,138.51,UK,True,High Risk
14132,1,1,,Retail,98.16,UK,False,Low Risk
14133,3,3,1.6666666666666667,Retail,268.43,UK,True,High Risk
14134,2,2,3.5,Corporate,11034.39,Other Europe,False,Low Risk
14135,2,1,4.0,Retail,355.82,Germany,False,Low Risk
14137,4,3,1.6666666666666667,Retail,467.74,UK,True,High Risk
14138,2,2,2.0,Retail,139.98,France,True,High Risk
14139,4,4,2.0,Corporate,12494.4,UK,True,Critical Risk
14140,5,5,1.8,Corporate,8067.01,Germany,True,Critical Risk
14141,3,2,2.3333333333333335,Retail,875.01,UK,True,High Risk
14142,2,2,3.0,Retail,826.52,UK,False,Low Risk
14145,2,2,3.0,Corporate,9328.58,UK,False,Low Risk
14146,2,2,3.5,Retail,108.95,UK,False,Low Risk
14147,1,0,,Retail,173.08,UK,False,Low Risk
14148,2,2,3.0,Retail,458.58,Germany,False,Low Risk
14149,2,2,2.0,Corporate,14517.32,UK,True,Critical Risk
14150,3,3,3.0,Retail,383.02,UK,False,Low Risk
14151,4,3,3.0,Corporate,3835.59,Germany,False,Low Risk
14152,3,3,1.0,Retail,886.07,France,True,High Risk
14153,3,3,1.0,Retail,331.46,UK,True,High Risk
14154,3,3,1.0,Corporate,12321.16,UK,True,Critical Risk
14155,4,4,1.3333333333333333,Corporate,13000.52,UK,True,Critical Risk
14156,2,1,4.0,Retail,1129.25,UK,False,Low Risk
14157,3,2,2.5,Corporate,3639.43,Other Europe,False,Low Risk
14158,4,3,2.25,Wholesale,2771.63,Germany,True,Critical Risk
14159,2,1,4.0,Corporate,12702.55,UK,False,Low Risk
14160,1,1,1.0,Corporate,11640.36,Other Europe,False,Low Risk
14161,1,1,3.0,Retail,121.8,UK,False,Low Risk
14162,2,2,4.0,Retail,202.49,UK,False,Low Risk
14163,2,2,3.5,Retail,700.61,France,False,Low Risk
14165,2,2,2.5,Retail,1086.71,UK,False,Low Risk
14166,4,3,3.0,Corporate,9058.23,UK,False,Low Risk
14167,2,2,2.0,Retail,366.9,UK,True,High Risk
14168,2,2,1.0,Retail,1086.88,UK,True,High Risk
14169,1,1,3.0,Corporate,14248.41,France,False,Low Risk
14170,3,3,2.3333333333333335,Retail,1062.75,UK,True,High Risk
14171,2,2,,Retail,202.96,UK,False,Low Risk
14172,4,3,3.0,Retail,405.88,Netherlands,False,Low Risk
14173,2,1,3.5,Wholesale,4177.5,UK,False,Low Risk
14174,4,4,3.0,Wholesale,2229.15,Other Europe,False,Low Risk
14175,5,4,2.0,Wholesale,3262.19,UK,True,Critical Risk
14176,4,4,2.0,Corporate,9418.64,UK,True,Critical Risk
14177,7,7,2.0,Corporate,10334.12,UK,True,Critical Risk
14178,1,1,1.0,Retail,1057.74,Germany,False,Low Risk
14179,4,3,2.3333333333333335,Corporate,4987.74,UK,True,Critical Risk
14180,3,2,2.0,Wholesale,3461.89,UK,True,Critical Risk
14181,5,4,3.5,Corporate,9613.51,France,False,Low Risk
14182,2,2,3.5,Retail,1019.62,UK,False,Low Risk
14183,3,3,2.0,Retail,1094.3,UK,True,High Risk
14184,4,4,2.5,Corporate,11430.06,UK,False,Low Risk
14185,4,4,2.5,Retail,961.61,UK,False,Low Risk
14186,3,3,3.5,Retail,1102.06,Other Europe,False,Low Risk
14187,2,1,1.0,Retail,718.11,Germany,False,Low Risk
14188,4,4,2.3333333333333335,Retail,956.52,Other Europe,True,High Risk
14189,4,4,1.0,Retail,292.66,EIRE,True,High Risk
14191,1,1,3.0,Wholesale,3824.66,UK,False,Low Risk
14192,2,1,3.5,Retail,290.95,UK,False,Low Risk
14193,4,4,3.0,Retail,1026.08,UK,False,Low Risk
14194,4,4,3.0,Retail,796.79,Germany,False,Low Risk
14195,1,0,5.0,Corporate,14757.98,Netherlands,False,Low Risk
14196,4,4,2.6666666666666665,Retail,382.28,France,False,Low Risk
14197,3,2,3.0,Retail,614.12,UK,False,Low Risk
14198,3,3,2.0,Retail,1128.77,Germany,True,High Risk
14199,2,2,3.0,Retail,614.12,UK,False,Low Risk
14200,5,3,2.3333333333333335,Corporate,8963.96,France,True,Critical Risk
14201,1,1,4.0,Corporate,2685.23,UK,False,Low Risk
14202,2,2,2.5,Wholesale,3813.76,UK,False,Low Risk
14203,2,2,2.0,Retail,503.2,UK,True,High Risk
14204,4,4,1.75,Retail,309.99,France,True,High Risk
14205,3,3,3.0,Corporate,5832.62,UK,False,Low Risk
14206,2,2,2.0,Retail,436.34,UK,True,High Risk
14207,5,4,3.0,Retail,647.21,UK,False,Low Risk
14208,4,3,3.5,Wholesale,4237.11,UK,False,Low Risk
14209,5,5,2.0,Retail,739.38,Other Europe,True,High Risk
14210,5,5,2.25,Retail,735.94,UK,True,High Risk
14212,4,4,1.0,Corporate,2510.8,France,True,Critical Risk
14213,2,2,2.0,Retail,345.5,UK,True,High Risk
14214,3,3,1.6666666666666667,Wholesale,1554.57,France,True,High Risk
14215,3,3,2.3333333333333335,Wholesale,4159.09,UK,True,Critical Risk
14216,4,4,1.75,Retail,926.34,UK,True,High Risk
14218,3,2,2.6666666666666665,Retail,151.8,UK,False,Low Risk
14219,4,4,1.6666666666666667,Corporate,3556.71,UK,True,Critical Risk
14220,2,1,2.5,Corporate,9849.31,UK,False,Low Risk
14221,2,1,5.0,Wholesale,804.67,UK,False,Low Risk
14223,3,2,2.5,Retail,1095.99,Germany,False,Low Risk
14224,3,3,2.0,Retail,810.69,UK,True,High Risk
14225,2,2,3.0,Retail,926.5,UK,False,Low Risk
14227,4,2,2.3333333333333335,Corporate,8067.01,Other Europe,True,Critical Risk
14228,3,3,2.0,Retail,614.12,UK,True,High Risk
14229,2,2,,Retail,351.78,Other Europe,False,Low Risk
14232,1,1,3.0,Wholesale,894.52,UK,False,Low Risk
14233,2,2,2.5,Retail,835.94,UK,False,Low Risk
14234,2,2,3.0,Corporate,8609.28,UK,False,Low Risk
14235,3,2,2.6666666666666665,Retail,916.5,France,False,Low Risk
14236,6,6,2.0,Wholesale,4726.25,UK,True,Critical Risk
14237,2,2,1.0,Corporate,3856.21,UK,True,Critical Risk
14238,1,1,,Retail,264.64,UK,False,Low Risk
14239,4,2,2.5,Retail,1027.45,UK,False,Low Risk
14240,2,1,3.0,Retail,614.12,UK,False,Low Risk
14241,3,3,3.0,Wholesale,4209.59,UK,False,Low Risk
14243,2,2,2.5,Retail,559.5,Netherlands,False,Low Risk
14244,4,3,2.75,Retail,414.44,UK,False,Low Risk
14245,3,3,1.0,Corporate,9037.36,UK,True,Critical Risk
14246,3,3,1.6666666666666667,Retail,1142.94,UK,True,High Risk
14247,2,2,2.0,Wholesale,2884.16,UK,True,Critical Risk
14248,5,5,1.5,Corporate,4733.59,Germany,True,Critical Risk
14249,3,3,2.3333333333333335,Corporate,9906.75,UK,True,Critical Risk
14250,5,5,2.25,Wholesale,2884.16,EIRE,True,Critical Risk
14251,1,1,3.0,Retail,665.02,UK,False,Low Risk
14252,2,2,4.0,Retail,550.93,France,False,Low Risk
14253,4,4,4.0,Wholesale,4569.64,UK,False,Low Risk
14254,3,3,1.5,Retail,614.12,Netherlands,True,High Risk
14255,7,4,3.7142857142857144,Retail,398.18,Unknown,False,Low Risk
14256,3,2,3.0,Corporate,4423.46,Germany,False,Low Risk
14257,3,3,3.0,Corporate,4502.41,France,False,Low Risk
14258,1,1,1.0,Retail,871.93,EIRE,False,Low Risk
14260,3,3,1.3333333333333333,Retail,224.78,Germany,True,High Risk
14261,5,5,2.3333333333333335,Retail,597.33,UK,True,High Risk
14262,2,2,2.0,Corporate,5580.81,Other Europe,True,Critical Risk
14264,1,0,4.0,Retail,614.12,UK,False,Low Risk
14265,5,5,2.6666666666666665,Wholesale,2734.83,UK,False,Low Risk
14266,1,1,,Retail,308.27,Germany,False,Low Risk
14267,5,4,3.3333333333333335,Retail,1110.8,UK,False,Low Risk
14268,1,1,2.0,Retail,485.1,Germany,False,Low Risk
14269,3,3,2.3333333333333335,Retail,778.26,UK,True,High Risk
14270,6,5,3.5,Retail,680.22,UK,False,Low Risk
14271,5,4,1.6666666666666667,Corporate,6217.7,France,True,Critical Risk
14272,3,2,3.0,Retail,95.33,Other Europe,False,Low Risk
14273,1,1,2.0,Wholesale,1730.27,EIRE,False,Low Risk
14274,2,2,1.5,Retail,901.76,UK,True,High Risk
14275,3,3,2.5,Corporate,5445.61,Germany,False,Low Risk
14276,1,0,5.0,Retail,1037.07,UK,False,Low Risk
14277,4,4,2.6666666666666665,Retail,250.84,UK,False,Low Risk
14278,2,2,1.0,Retail,808.34,Germany,True,High Risk
14279,3,2,3.6666666666666665,Retail,432.0,France,False,Low Risk
14280,2,2,3.0,Retail,514.08,UK,False,Low Risk
14281,1,1,3.0,Retail,1112.85,Germany,False,Low Risk
14282,5,4,2.8,Retail,614.12,UK,False,Low Risk
14283,1,1,3.0,Retail,1143.08,UK,False,Low Risk
14284,1,1,3.0,Retail,866.9,France,False,Low Risk
14285,4,4,2.3333333333333335,Retail,263.07,Netherlands,True,High Risk
14286,3,3,3.5,Wholesale,2032.08,UK,False,Low Risk
14287,3,3,1.5,Corporate,11519.09,UK,True,Critical Risk
14288,2,2,1.5,Retail,904.83,UK,True,High Risk
14289,3,2,2.5,Corporate,4218.81,UK,False,Low Risk
14290,1,1,1.0,Retail,769.5,Other Europe,False,Low Risk
14291,1,1,2.0,Retail,326.77,UK,False,Low Risk
14292,4,4,1.0,Retail,530.32,UK,True,High Risk
14293,2,2,2.5,Retail,203.16,Unknown,False,Low Risk
14294,2,2,2.0,Corporate,2009.32,UK,True,Critical Risk
14295,3,2,3.3333333333333335,Wholesale,2884.16,UK,False,Low Risk
14296,2,2,3.0,Retail,97.24,UK,False,Low Risk
14297,3,3,2.5,Retail,974.07,France,False,Low Risk
14298,3,2,3.5,Corporate,10991.52,UK,False,Low Risk
14299,1,1,1.0,Wholesale,2451.04,UK,False,Low Risk
14300,4,4,3.0,Retail,614.12,UK,False,Low Risk
14301,2,2,2.5,Corporate,8067.01,EIRE,False,Low Risk
14303,6,6,2.6666666666666665,Retail,204.33,UK,False,Low Risk
14304,2,2,3.0,Wholesale,3798.62,UK,False,Low Risk
14305,3,2,3.3333333333333335,Retail,614.12,Germany,False,Low Risk
14306,4,3,2.6666666666666665,Corporate,11114.27,Germany,False,Low Risk
14308,3,3,1.0,Corporate,6507.34,EIRE,True,Critical Risk
14309,5,3,2.6666666666666665,Retail,438.7,Unknown,False,Low Risk
14310,2,1,4.5,Retail,1100.89,France,False,Low Risk
14311,4,4,2.5,Wholesale,4643.58,Germany,False,Low Risk
14312,4,4,2.0,Corporate,2403.89,UK,True,Critical Risk
14313,3,2,1.5,Retail,1061.3,UK,True,High Risk
14314,4,3,3.3333333333333335,Wholesale,4416.68,UK,False,Low Risk
14315,4,4,1.25,Wholesale,1220.65,Germany,True,High Risk
14316,4,4,2.25,Retail,292.38,EIRE,True,High Risk
14317,3,3,1.6666666666666667,Retail,1172.42,UK,True,High Risk
14318,2,2,3.0,Retail,331.42,UK,False,Low Risk
14319,2,2,2.5,Retail,315.74,UK,False,Low Risk
14321,1,1,2.0,Wholesale,3865.53,Other Europe,False,Low Risk
14322,2,2,1.5,Corporate,11120.35,Unknown,True,Critical Risk
14323,1,0,4.0,Retail,566.25,UK,False,Low Risk
14324,6,5,2.5,Retail,340.0,UK,False,Low Risk
14326,3,2,4.0,Retail,64.74,UK,False,Low Risk
14327,3,3,2.0,Retail,392.67,UK,True,High Risk
14328,5,5,1.8,Corporate,8915.13,UK,True,Critical Risk
14329,1,1,1.0,Retail,944.75,UK,False,Low Risk
14330,2,2,2.0,Retail,218.6,UK,True,High Risk
14331,2,2,3.0,Retail,390.48,EIRE,False,Low Risk
14332,3,3,2.6666666666666665,Retail,645.27,EIRE,False,Low Risk
14333,4,4,2.0,Retail,864.57,UK,True,High Risk
14336,3,2,2.3333333333333335,Corporate,6965.74,UK,True,Critical Risk
14337,2,2,2.5,Retail,162.71,UK,False,Low Risk
14338,3,2,3.0,Retail,897.31,UK,False,Low Risk
14339,1,1,4.0,Retail,694.4,UK,False,Low Risk
14340,5,4,2.5,Corporate,2881.35,UK,False,Low Risk
14341,4,4,2.3333333333333335,Retail,183.81,Unknown,True,High Risk
14342,5,3,3.0,Corporate,8067.01,Other Europe,False,Low Risk
14343,2,2,3.0,Wholesale,3767.74,EIRE,False,Low Risk
14344,5,4,3.0,Corporate,4866.12,UK,False,Low Risk
14345,4,4,2.75,Corporate,3228.01,UK,False,Low Risk
14346,3,3,1.3333333333333333,Retail,562.59,EIRE,True,High Risk
14347,5,5,3.0,Wholesale,1936.7,Netherlands,False,Low Risk
14348,2,2,2.0,Corporate,9718.18,Netherlands,True,Critical Risk
14349,3,2,3.0,Corporate,8249.28,UK,False,Low Risk
14350,2,2,1.5,Wholesale,4774.79,UK,True,Critical Risk
14353,1,1,2.0,Retail,514.19,Unknown,False,Low Risk
14354,2,1,5.0,Corporate,6623.09,UK,False,Low Risk
14355,3,3,2.0,Corporate,4500.11,EIRE,True,Critical Risk
14356,6,4,2.25,Wholesale,3248.68,UK,True,Critical Risk
14357,5,5,2.6,Corporate,14077.27,UK,False,Low Risk
14358,2,2,3.0,Retail,934.42,UK,False,Low Risk
14359,2,1,2.0,Retail,1154.01,Unknown,False,Low Risk
14360,7,7,2.0,Corporate,8256.56,UK,True,Critical Risk
14361,2,1,3.0,Corporate,13353.69,UK,False,Low Risk
14362,4,3,2.5,Corporate,6893.04,UK,False,Low Risk
14363,3,3,3.0,Retail,494.17,France,False,Low Risk
14365,1,1,2.0,Wholesale,2672.47,Germany,False,Low Risk
14367,5,5,1.3333333333333333,Retail,1136.73,Other Europe,True,High Risk
14368,1,1,3.0,Retail,922.16,UK,False,Low Risk
14369,2,1,3.0,Wholesale,4803.89,EIRE,False,Low Risk
14370,5,4,3.25,Retail,1096.42,UK,False,Low Risk
14371,1,1,3.0,Retail,276.91,Germany,False,Low Risk
14372,3,3,3.0,Retail,614.12,UK,False,Low Risk
14373,4,3,2.0,Wholesale,2384.46,UK,True,Critical Risk
14374,5,5,3.5,Wholesale,4419.74,Other Europe,False,Low Risk
14376,4,4,1.6666666666666667,Corporate,10200.02,UK,True,Critical Risk
14377,1,1,2.0,Retail,1059.83,Unknown,False,Low Risk
14378,3,2,2.5,Corporate,12466.55,UK,False,Low Risk
14379,1,0,5.0,Retail,1093.58,France,False,Low Risk
14380,4,4,3.0,Wholesale,1421.43,UK,False,Low Risk
14381,5,5,3.0,Corporate,14530.91,Unknown,False,Low Risk
14382,2,2,1.0,Wholesale,4559.42,UK,True,Critical Risk
14383,3,3,3.0,Corporate,9887.35,UK,False,Low Risk
14384,4,3,1.75,Corporate,5136.18,Germany,True,Critical Risk
14385,4,4,3.0,Retail,71.3,EIRE,False,Low Risk
14386,3,3,2.0,Retail,982.84,EIRE,True,High Risk
14387,3,3,2.0,Retail,1176.9,UK,True,High Risk
14388,5,4,3.0,Wholesale,3856.05,EIRE,False,Low Risk
14389,3,3,1.5,Wholesale,858.22,UK,True,High Risk
14390,2,2,3.0,Retail,567.04,France,False,Low Risk
14391,1,1,1.0,Retail,931.88,EIRE,False,Low Risk
14392,3,3,2.5,Corporate,6854.78,UK,False,Low Risk
14393,2,1,3.0,Retail,1072.49,Germany,False,Low Risk
14394,2,1,3.5,Corporate,2322.62,EIRE,False,Low Risk
14395,2,2,3.0,Corporate,5863.78,UK,False,Low Risk
14396,2,2,3.0,Wholesale,2884.16,UK,False,Low Risk
14397,3,3,2.3333333333333335,Corporate,5693.35,EIRE,True,Critical Risk
14398,2,1,4.0,Wholesale,3315.85,UK,False,Low Risk
14399,1,1,1.0,Corporate,8308.0,UK,False,Low Risk
14400,6,6,2.5,Corporate,3876.06,UK,False,Low Risk
14401,1,1,3.0,Corporate,11364.99,UK,False,Low Risk
14402,2,2,2.0,Retail,197.6,UK,True,High Risk
14403,5,3,3.2,Corporate,5483.96,EIRE,False,Low Risk
14404,5,4,2.5,Wholesale,3905.77,Germany,False,Low Risk
14405,5,4,2.2,Retail,828.63,UK,True,High Risk
14406,4,3,3.6666666666666665,Retail,679.2,Netherlands,False,Low Risk
