customer_id,segment,clv,acquisition_channel,region,acquisition_date,clv_imputed
12481,Corporate,2676.31,Direct Sales,UK,2009-06-30,False
12915,Retail,463.34,Referral,Unknown,2009-12-04,False
14523,Retail,547.92,Online,UK,2009-01-15,False
17923,Retail,1088.76,Online,Netherlands,2009-05-04,False
14601,Corporate,9213.83,Direct Sales,UK,2009-12-02,False
15176,Retail,492.19,Online,EIRE,2009-01-29,False
17507,Retail,634.82,Referral,UK,2009-03-30,False
17458,Wholesale,4855.74,Online,UK,2009-12-28,False
17773,Retail,259.09,Partner,UK,2009-07-31,False
12812,Retail,264.26,Online,Germany,2009-09-13,False
13593,Corporate,2741.03,Online,UK,2009-07-23,False
13149,Retail,812.34,Online,UK,2009-06-23,False
13720,Retail,248.74,Online,Netherlands,2009-11-16,False
12660,Corporate,12149.53,Referral,UK,2009-04-21,False
18028,Retail,326.28,Referral,UK,2009-02-15,False
17457,Retail,823.09,Online,UK,2009-08-07,False
16409,Retail,1040.63,Online,UK,2009-07-29,False
18096,Retail,541.18,Online,UK,2009-01-29,False
17201,Retail,949.05,Online,UK,2009-10-08,False
16964,Retail,614.12,Online,Germany,2009-01-02,True
15181,Corporate,9110.08,Direct Sales,France,2009-07-01,False
15356,Retail,1089.64,Online,UK,2009-03-16,False
15148,Corporate,6581.63,Online,Netherlands,2009-10-12,False
17646,Retail,242.99,Direct Sales,UK,2009-02-26,False
15535,Wholesale,1127.57,Online,EIRE,2009-01-02,False
17583,Corporate,11614.32,Partner,Germany,2009-11-17,False
15062,Retail,616.98,Online,Netherlands,2009-02-11,False
14711,Retail,591.38,Partner,UK,2009-02-23,False
17635,Corporate,14372.13,Online,UK,2009-03-18,False
17227,Retail,286.88,Partner,Germany,2009-12-12,False
18127,Retail,886.72,Trade Show,Germany,2009-04-01,False
12874,Corporate,3677.85,Direct Sales,UK,2009-03-04,False
13178,Corporate,7093.54,Online,Netherlands,2009-09-11,False
15119,Corporate,2194.98,Trade Show,UK,2009-02-08,False
12943,Corporate,6701.66,Referral,UK,2009-11-17,False
15413,Retail,463.09,Direct Sales,UK,2009-10-21,False
18115,Retail,614.12,Online,Unknown,2009-04-12,True
12944,Wholesale,1530.84,Partner,UK,2009-08-05,False
13398,Retail,172.05,Direct Sales,France,2009-03-24,False
17862,Retail,149.03,Online,UK,2009-09-16,False
17929,Retail,258.03,Online,Germany,2009-03-30,False
15357,Wholesale,969.4,Referral,Netherlands,2009-01-01,False
14174,Wholesale,2229.15,Referral,Other Europe,2009-10-24,False
12878,Retail,575.91,Online,UK,2009-02-16,False
13843,Corporate,6806.59,Online,UK,2009-06-05,False
13992,Retail,340.68,Referral,Germany,2009-10-20,False
14029,Wholesale,4383.33,Direct Sales,France,2009-10-15,False
14518,Retail,117.04,Direct Sales,Germany,2009-06-08,False
14103,Retail,450.26,Referral,Germany,2009-08-22,False
15334,Retail,1104.66,Online,Other Europe,2009-06-23,False
13285,Retail,837.43,Online,UK,2009-04-27,False
16276,Retail,1187.49,Partner,UK,2009-11-23,False
15302,Wholesale,1387.95,Online,UK,2009-08-01,False
14468,Wholesale,4627.62,Online,France,2009-11-07,False
17877,Corporate,6042.65,Partner,UK,2009-10-09,False
14409,Retail,110.18,Direct Sales,France,2009-10-14,False
14272,Retail,95.33,Online,Other Europe,2009-05-26,False
12938,Retail,1129.56,Referral,UK,2009-06-18,False
12355,Retail,1032.69,Trade Show,UK,2009-03-15,False
17685,Retail,795.54,Trade Show,France,2009-06-16,False
13509,Retail,1018.94,Direct Sales,UK,2009-07-20,False
13462,Corporate,13160.58,Online,UK,2009-07-16,False
13360,Retail,114.1,Referral,Other Europe,2009-09-14,False
12598,Retail,614.12,Online,Germany,2009-05-29,True
16486,Wholesale,1273.93,Online,France,2009-04-12,False
15798,Corporate,8998.72,Partner,Other Europe,2009-10-22,False
12416,Retail,406.77,Direct Sales,France,2009-02-04,False
13237,Corporate,3358.24,Partner,France,2009-08-05,False
15188,Corporate,8644.48,Online,Netherlands,2009-10-30,False
13917,Corporate,10926.46,Partner,Unknown,2009-01-28,False
13833,Corporate,4988.94,Partner,Other Europe,2009-07-11,False
13231,Wholesale,2729.25,Trade Show,UK,2009-08-25,False
13331,Retail,756.72,Referral,UK,2009-07-29,False
15284,Retail,270.25,Online,Unknown,2009-03-13,False
16254,Wholesale,3046.16,Direct Sales,UK,2009-07-24,False
14293,Retail,203.16,Direct Sales,Unknown,2009-01-18,False
16604,Corporate,2129.6,Online,France,2009-08-02,False
14394,Corporate,2322.62,Online,EIRE,2009-06-26,False
14980,Wholesale,3960.37,Trade Show,France,2009-12-10,False
16736,Wholesale,2233.54,Online,UK,2009-01-12,False
16646,Retail,1140.69,Direct Sales,Unknown,2009-10-21,False
16794,Retail,373.48,Direct Sales,UK,2009-08-18,False
14033,Corporate,6758.37,Referral,UK,2009-08-10,False
13140,Retail,228.07,Referral,UK,2009-03-24,False
16122,Retail,982.19,Referral,UK,2009-12-03,False
16077,Retail,614.12,Partner,UK,2009-01-28,True
12783,Retail,778.28,Online,UK,2009-06-01,False
17470,Retail,788.43,Referral,France,2009-10-14,False
15552,Corporate,3136.42,Trade Show,Unknown,2009-01-12,False
12973,Retail,471.76,Online,UK,2009-03-17,False
13387,Retail,614.12,Direct Sales,Germany,2009-03-13,True
16156,Wholesale,2884.16,Online,Netherlands,2009-08-01,True
14456,Retail,183.91,Direct Sales,UK,2009-07-21,False
16651,Retail,906.46,Online,UK,2009-10-21,False
16517,Corporate,13162.74,Direct Sales,UK,2009-08-15,False
13213,Corporate,8167.89,Online,UK,2009-08-25,False
15984,Retail,1061.23,Direct Sales,UK,2009-03-07,False
17016,Retail,642.47,Online,Other Europe,2009-11-07,False
13587,Corporate,4499.35,Direct Sales,UK,2009-12-20,False
13300,Retail,614.12,Referral,UK,2009-10-16,True
16178,Wholesale,1372.76,Partner,Germany,2009-06-16,False
12699,Wholesale,2884.16,Online,UK,2009-10-10,True
13334,Wholesale,4892.65,Referral,France,2009-04-10,False
16421,Corporate,7324.29,Online,EIRE,2009-10-02,False
16260,Retail,614.12,Online,France,2009-06-18,True
14597,Corporate,8067.01,Online,UK,2009-09-26,True
13027,Corporate,6936.59,Direct Sales,France,2009-10-25,False
13827,Retail,614.12,Trade Show,Other Europe,2009-10-01,True
14970,Retail,405.89,Online,Other Europe,2009-06-24,False
18015,Corporate,3633.59,Online,UK,2009-12-20,False
15261,Retail,864.14,Referral,France,2009-03-24,False
14108,Retail,447.68,Online,Unknown,2009-12-14,False
17936,Retail,264.09,Direct Sales,Germany,2009-11-13,False
15541,Wholesale,2918.4,Referral,Germany,2009-05-29,False
16756,Corporate,7690.95,Online,EIRE,2009-09-09,False
14521,Retail,614.12,Referral,France,2009-08-27,True
17348,Corporate,8067.01,Online,UK,2009-09-13,True
13533,Corporate,6021.21,Online,Germany,2009-01-20,False
17718,Corporate,2434.51,Online,Other Europe,2009-07-23,False
16009,Retail,297.99,Direct Sales,UK,2009-07-22,False
15195,Corporate,2428.7,Partner,Germany,2009-05-07,False
18180,Retail,730.7,Referral,UK,2009-10-27,False
12400,Wholesale,4986.07,Online,Netherlands,2009-01-18,False
17489,Retail,499.76,Direct Sales,France,2009-04-10,False
16995,Retail,258.44,Online,EIRE,2009-12-15,False
17199,Retail,614.12,Direct Sales,UK,2009-12-02,True
16016,Retail,574.01,Trade Show,UK,2009-08-18,False
14606,Wholesale,4237.2,Referral,Germany,2009-06-20,False
13807,Wholesale,1868.82,Online,Germany,2009-08-06,False
13260,Wholesale,2884.16,Referral,Germany,2009-08-29,True
17480,Retail,709.52,Direct Sales,Other Europe,2009-01-27,False
16773,Corporate,13482.56,Online,UK,2009-03-16,False
17834,Wholesale,2825.9,Online,Germany,2009-11-16,False
14828,Wholesale,1045.97,Online,UK,2009-11-22,False
17113,Retail,614.12,Direct Sales,UK,2009-06-14,True
16442,Corporate,13820.29,Online,UK,2009-07-28,False
17570,Corporate,8254.63,Online,UK,2009-05-05,False
16520,Corporate,8067.01,Referral,UK,2009-06-20,True
18042,Corporate,5095.62,Trade Show,France,2009-02-08,False
17700,Retail,488.14,Referral,Other Europe,2009-12-17,False
14216,Retail,926.34,Online,UK,2009-05-12,False
15280,Corporate,2917.15,Trade Show,UK,2009-09-29,False
16294,Corporate,11359.47,Referral,UK,2009-04-11,False
15740,Retail,1147.83,Online,France,2009-12-12,False
14070,Retail,110.66,Direct Sales,France,2009-03-10,False
12703,Retail,630.65,Online,UK,2009-04-19,False
15634,Retail,209.45,Direct Sales,UK,2009-03-20,False
12801,Corporate,2003.13,Referral,UK,2009-09-19,False
15080,Retail,1005.93,Online,UK,2009-12-05,False
13513,Wholesale,1486.09,Direct Sales,EIRE,2009-06-04,False
12467,Wholesale,4327.99,Referral,UK,2009-03-12,False
12716,Retail,396.33,Trade Show,UK,2009-02-08,False
16245,Retail,1106.89,Referral,UK,2009-04-10,False
17648,Wholesale,4391.46,Direct Sales,UK,2009-09-21,False
17448,Wholesale,2119.48,Online,UK,2009-07-12,False
16503,Retail,604.19,Referral,Other Europe,2009-11-18,False
14287,Corporate,11519.09,Online,UK,2009-03-30,False
14679,Wholesale,817.59,Online,France,2009-08-15,False
14078,Wholesale,858.86,Online,Other Europe,2009-09-03,False
16248,Retail,630.94,Partner,UK,2009-02-15,False
16080,Retail,111.61,Trade Show,France,2009-02-21,False
15387,Corporate,13694.96,Online,Germany,2009-07-26,False
14610,Wholesale,3526.45,Trade Show,UK,2009-10-14,False
16610,Retail,352.03,Referral,UK,2009-08-21,False
15009,Corporate,13338.66,Online,UK,2009-04-21,False
13089,Wholesale,2515.51,Partner,UK,2009-01-13,False
17076,Corporate,12809.74,Direct Sales,Unknown,2009-10-24,False
14201,Corporate,2685.23,Trade Show,UK,2009-11-03,False
12439,Wholesale,2884.16,Referral,Germany,2009-06-30,True
18176,Corporate,10632.96,Online,UK,2009-07-09,False
13487,Corporate,13347.17,Online,UK,2009-05-31,False
13248,Retail,1022.61,Online,UK,2009-10-05,False
13419,Retail,1004.79,Online,Unknown,2009-03-22,False
14448,Retail,648.18,Online,Germany,2009-02-15,False
16632,Retail,371.73,Referral,UK,2009-10-27,False
15274,Retail,302.19,Online,UK,2009-07-03,False
15717,Retail,230.1,Online,Other Europe,2009-09-01,False
13814,Corporate,2252.22,Partner,EIRE,2009-09-07,False
13914,Corporate,10287.48,Partner,UK,2009-06-07,False
12554,Retail,1175.01,Referral,Other Europe,2009-04-19,False
13104,Corporate,14098.74,Online,UK,2009-02-18,False
15121,Corporate,3172.54,Trade Show,UK,2009-01-22,False
15147,Corporate,7721.57,Direct Sales,Netherlands,2009-08-02,False
17043,Corporate,8132.62,Online,Germany,2009-06-16,False
13421,Wholesale,2884.16,Referral,EIRE,2009-10-05,True
16456,Retail,837.1,Online,UK,2009-11-10,False
15993,Retail,794.13,Trade Show,France,2009-11-16,False
14654,Corporate,6613.67,Referral,UK,2009-11-22,False
15551,Wholesale,4407.72,Online,Germany,2009-03-24,False
15477,Retail,1168.45,Trade Show,UK,2009-03-11,False
15690,Retail,743.23,Online,Germany,2009-05-12,False
13116,Wholesale,3124.4,Direct Sales,UK,2009-02-25,False
17319,Corporate,5349.22,Direct Sales,UK,2009-06-30,False
17958,Retail,541.59,Online,UK,2009-07-09,False
17599,Retail,1046.88,Referral,UK,2009-04-01,False
14631,Retail,435.95,Direct Sales,Germany,2009-03-31,False
16653,Retail,614.12,Direct Sales,UK,2009-09-29,True
12447,Retail,257.0,Direct Sales,UK,2009-11-15,False
13667,Retail,398.97,Online,UK,2009-02-20,False
14688,Wholesale,4448.96,Online,UK,2009-09-26,False
13528,Retail,588.84,Trade Show,UK,2009-10-07,False
14515,Retail,919.81,Direct Sales,UK,2009-08-04,False
15033,Wholesale,3611.53,Direct Sales,UK,2009-11-27,False
15844,Corporate,14725.13,Online,Other Europe,2009-11-25,False
12892,Retail,629.11,Referral,UK,2009-09-18,False
15339,Wholesale,4204.87,Online,UK,2009-01-01,False
16901,Retail,757.73,Direct Sales,UK,2009-04-20,False
13347,Retail,1023.51,Online,Germany,2009-12-16,False
13636,Corporate,13158.85,Trade Show,Germany,2009-11-16,False
13556,Retail,148.8,Referral,Netherlands,2009-12-04,False
17405,Retail,498.58,Online,EIRE,2009-10-30,False
17682,Corporate,12342.52,Direct Sales,UK,2009-01-15,False
14791,Retail,670.61,Direct Sales,Germany,2009-01-20,False
17231,Wholesale,1355.15,Referral,UK,2009-01-10,False
12371,Retail,1151.67,Partner,Netherlands,2009-10-09,False
17347,Wholesale,1639.47,Referral,Unknown,2009-04-16,False
16053,Retail,903.29,Online,France,2009-06-26,False
15430,Wholesale,1158.72,Online,Netherlands,2009-04-22,False
17869,Wholesale,3552.83,Direct Sales,UK,2009-08-21,False
17652,Retail,278.94,Online,Unknown,2009-10-23,False
15503,Retail,260.24,Online,UK,2009-07-13,False
14372,Retail,614.12,Partner,UK,2009-08-03,True
16242,Retail,443.56,Referral,UK,2009-07-23,False
13301,Retail,318.41,Online,UK,2009-12-31,False
17235,Retail,279.62,Direct Sales,Unknown,2009-02-14,False
15328,Corporate,2317.08,Direct Sales,UK,2009-11-06,False
13592,Corporate,10840.6,Online,France,2009-10-12,False
13580,Retail,877.38,Online,UK,2009-06-29,False
14111,Retail,382.57,Referral,UK,2009-10-29,False
14483,Retail,999.97,Referral,UK,2009-05-05,False
16489,Corporate,9064.28,Partner,Netherlands,2009-03-16,False
17071,Corporate,12844.13,Online,Germany,2009-07-19,False
13709,Retail,439.65,Online,UK,2009-03-08,False
13081,Corporate,14477.28,Online,UK,2009-09-28,False
17168,Retail,614.12,Direct Sales,Germany,2009-01-15,True
12913,Corporate,9308.45,Online,UK,2009-07-05,False
13642,Retail,472.37,Direct Sales,France,2009-06-02,False
13659,Retail,327.91,Referral,UK,2009-10-10,False
17783,Wholesale,4018.48,Referral,EIRE,2009-10-18,False
17208,Retail,1190.91,Referral,Netherlands,2009-09-19,False
16032,Wholesale,1664.73,Online,UK,2009-09-02,False
14945,Wholesale,1103.98,Direct Sales,UK,2009-07-15,False
14734,Retail,653.37,Referral,UK,2009-02-24,False
18283,Retail,615.8,Online,UK,2009-08-02,False
15663,Retail,873.59,Direct Sales,UK,2009-05-16,False
13315,Retail,885.0,Online,UK,2009-08-03,False
14308,Corporate,6507.34,Partner,EIRE,2009-11-01,False
13128,Wholesale,2925.39,Online,UK,2009-08-09,False
15266,Retail,789.21,Referral,UK,2009-05-23,False
14062,Retail,1074.26,Direct Sales,EIRE,2009-07-14,False
17214,Wholesale,2511.1,Partner,France,2009-07-05,False
15625,Wholesale,4763.85,Online,UK,2009-04-25,False
16755,Retail,819.6,Online,UK,2009-10-08,False
14475,Corporate,8736.84,Online,UK,2009-06-08,False
12480,Retail,591.44,Online,France,2009-11-12,False
13950,Retail,318.01,Online,UK,2009-01-05,False
12817,Wholesale,1335.11,Online,UK,2009-12-15,False
17098,Retail,399.95,Trade Show,UK,2009-10-16,False
15812,Corporate,2953.73,Referral,UK,2009-12-13,False
13543,Retail,614.12,Online,France,2009-09-24,True
18155,Retail,958.34,Online,Germany,2009-02-25,False
15601,Corporate,12980.66,Partner,EIRE,2009-07-19,False
14692,Retail,616.93,Online,UK,2009-12-20,False
14920,Retail,961.42,Direct Sales,UK,2009-07-26,False
13852,Corporate,12086.25,Online,Germany,2009-06-25,False
16769,Retail,829.38,Online,France,2009-07-20,False
16859,Wholesale,2884.16,Online,Other Europe,2009-10-16,True
17015,Retail,428.36,Online,UK,2009-03-20,False
16478,Retail,918.33,Partner,Unknown,2009-08-18,False
14050,Retail,712.87,Referral,Unknown,2009-02-14,False
17132,Retail,766.65,Referral,France,2009-12-11,False
15733,Retail,924.81,Online,EIRE,2009-07-12,False
12714,Corporate,8067.01,Online,UK,2009-04-24,True
17551,Wholesale,1603.41,Direct Sales,UK,2009-11-24,False
18040,Corporate,14458.26,Referral,UK,2009-11-14,False
18031,Retail,104.53,Referral,UK,2009-03-31,False
18061,Retail,814.81,Direct Sales,UK,2009-08-26,False
15352,Retail,199.87,Direct Sales,UK,2009-05-08,False
14961,Retail,888.09,Online,UK,2009-10-19,False
17910,Corporate,10610.08,Online,UK,2009-04-25,False
14678,Retail,847.41,Referral,Netherlands,2009-11-10,False
17598,Corporate,9607.53,Online,UK,2009-07-23,False
15501,Wholesale,3938.34,Online,UK,2009-05-23,False
17889,Retail,166.34,Direct Sales,UK,2009-05-19,False
15012,Retail,1132.47,Trade Show,UK,2009-06-25,False
17239,Retail,726.19,Partner,UK,2009-09-23,False
13143,Retail,364.72,Direct Sales,UK,2009-03-07,False
17414,Retail,585.14,Online,UK,2009-11-12,False
13313,Corporate,6386.91,Referral,UK,2009-06-04,False
13588,Retail,130.34,Online,UK,2009-07-26,False
14385,Retail,71.3,Referral,EIRE,2009-01-01,False
17184,Retail,1190.26,Referral,Unknown,2009-03-10,False
14763,Retail,1087.76,Online,Germany,2009-09-10,False
12429,Retail,980.19,Online,UK,2009-09-20,False
17981,Retail,246.96,Trade Show,UK,2009-02-17,False
15698,Retail,999.26,Direct Sales,UK,2009-01-24,False
12574,Retail,80.41,Partner,UK,2009-01-10,False
15911,Retail,647.55,Direct Sales,Other Europe,2009-04-08,False
14064,Retail,449.05,Online,UK,2009-12-27,False
14437,Retail,1136.77,Trade Show,UK,2009-08-27,False
15396,Retail,1108.89,Referral,EIRE,2009-11-01,False
15229,Retail,579.82,Direct Sales,EIRE,2009-02-06,False
17658,Retail,614.12,Online,UK,2009-04-27,True
14966,Retail,614.12,Referral,UK,2009-07-07,True
17085,Corporate,6662.08,Online,Netherlands,2009-12-27,False
17633,Retail,921.09,Referral,UK,2009-12-28,False
15111,Retail,783.96,Referral,Germany,2009-04-27,False
14950,Corporate,14284.32,Direct Sales,EIRE,2009-10-31,False
13478,Corporate,14727.41,Trade Show,UK,2009-03-17,False
13960,Retail,614.12,Referral,Germany,2009-01-24,True
12733,Wholesale,1887.4,Online,UK,2009-03-21,False
17721,Wholesale,3360.66,Referral,UK,2009-03-06,False
12530,Corporate,13790.81,Referral,Unknown,2009-06-17,False
14457,Corporate,4461.69,Online,Germany,2009-02-10,False
13407,Retail,763.27,Referral,UK,2009-10-18,False
14242,Wholesale,4909.73,Online,Netherlands,2009-06-22,False
18067,Retail,504.81,Online,UK,2009-11-05,False
12604,Corporate,8067.01,Online,Germany,2009-04-27,True
13559,Retail,614.12,Trade Show,Germany,2009-04-11,True
13041,Retail,980.12,Direct Sales,UK,2009-06-06,False
13884,Retail,626.66,Direct Sales,UK,2009-07-08,False
14058,Retail,320.9,Direct Sales,Unknown,2009-04-22,False
15016,Wholesale,4043.52,Referral,Netherlands,2009-01-26,False
14109,Corporate,6370.15,Referral,UK,2009-10-10,False
12773,Corporate,10701.1,Referral,Unknown,2009-07-26,False
14453,Retail,933.04,Trade Show,UK,2009-03-20,False
16813,Corporate,3653.36,Partner,UK,2009-05-14,False
16786,Corporate,12000.26,Direct Sales,UK,2009-02-12,False
16269,Retail,797.34,Referral,UK,2009-01-04,False
13583,Retail,502.82,Referral,Germany,2009-08-06,False
15881,Retail,1126.54,Online,Other Europe,2009-11-10,False
16394,Retail,711.83,Online,UK,2009-02-01,False
13647,Retail,336.32,Trade Show,EIRE,2009-04-17,False
16316,Corporate,8375.84,Online,UK,2009-02-28,False
12471,Retail,434.56,Referral,Germany,2009-10-31,False
16734,Retail,583.98,Online,UK,2009-01-22,False
13433,Retail,537.34,Partner,UK,2009-12-19,False
13295,Corporate,14318.35,Online,Other Europe,2009-05-08,False
17140,Wholesale,1849.44,Online,UK,2009-06-18,False
17890,Retail,828.9,Online,UK,2009-08-17,False
12578,Wholesale,3041.19,Trade Show,UK,2009-10-22,False
15884,Retail,1073.94,Direct Sales,EIRE,2009-09-26,False
17228,Corporate,9748.57,Partner,EIRE,2009-07-18,False
15696,Retail,1020.59,Referral,UK,2009-09-25,False
13097,Retail,98.2,Online,UK,2009-11-03,False
15848,Retail,1126.97,Online,UK,2009-06-10,False
13477,Retail,1161.22,Direct Sales,UK,2009-02-23,False
13930,Corporate,5278.37,Partner,Unknown,2009-12-07,False
17983,Retail,614.12,Referral,EIRE,2009-12-05,True
15529,Retail,255.22,Direct Sales,UK,2009-10-08,False
13265,Retail,560.14,Direct Sales,Germany,2009-09-27,False
15383,Corporate,7283.41,Direct Sales,Other Europe,2009-04-05,False
16725,Retail,1145.24,Online,UK,2009-05-31,False
13440,Corporate,10709.4,Referral,EIRE,2009-12-01,False
15564,Retail,614.12,Direct Sales,UK,2009-07-31,True
15657,Retail,626.2,Online,UK,2009-06-08,False
13063,Retail,707.68,Referral,UK,2009-08-05,False
16159,Retail,587.83,Online,Netherlands,2009-08-31,False
14558,Wholesale,1415.03,Referral,EIRE,2009-01-01,False
14325,Corporate,10093.48,Referral,UK,2009-04-18,False
17136,Retail,735.56,Referral,UK,2009-05-05,False
16145,Retail,1177.01,Trade Show,France,2009-07-19,False
14874,Retail,683.13,Online,UK,2009-10-06,False
16539,Retail,598.72,Trade Show,UK,2009-01-14,False
14503,Corporate,8113.85,Partner,UK,2009-03-10,False
17055,Retail,803.14,Trade Show,UK,2009-06-13,False
16772,Retail,676.33,Referral,Unknown,2009-01-19,False
13482,Retail,876.5,Online,UK,2009-09-07,False
16482,Retail,992.85,Online,Netherlands,2009-11-10,False
14158,Wholesale,2771.63,Online,Germany,2009-08-02,False
16652,Retail,864.87,Referral,France,2009-05-08,False
17328,Wholesale,4527.18,Online,Netherlands,2009-05-14,False
13008,Corporate,14829.65,Direct Sales,UK,2009-02-10,False
16201,Corporate,8067.01,Referral,UK,2009-02-27,True
13990,Corporate,7016.17,Partner,UK,2009-08-25,False
14196,Retail,382.28,Online,France,2009-02-24,False
13417,Retail,435.11,Referral,Germany,2009-09-20,False
14770,Retail,466.64,Referral,UK,2009-03-11,False
13837,Retail,443.85,Online,UK,2009-04-09,False
13813,Retail,993.08,Direct Sales,UK,2009-10-26,False
13851,Retail,257.76,Referral,Netherlands,2009-05-03,False
13730,Retail,943.49,Direct Sales,Germany,2009-09-14,False
17538,Retail,269.03,Direct Sales,UK,2009-10-06,False
14426,Corporate,2730.78,Partner,UK,2009-12-07,False
14086,Corporate,4219.99,Online,UK,2009-10-20,False
17117,Retail,746.92,Trade Show,UK,2009-11-25,False
15283,Retail,486.27,Online,EIRE,2009-11-10,False
17219,Retail,935.24,Direct Sales,UK,2009-08-17,False
17888,Retail,95.78,Online,UK,2009-04-08,False
18044,Retail,521.85,Referral,UK,2009-10-02,False
16561,Retail,614.12,Online,UK,2009-06-09,True
13466,Wholesale,4441.45,Online,France,2009-08-15,False
14869,Retail,187.01,Direct Sales,UK,2009-10-28,False
16803,Corporate,6390.24,Online,UK,2009-06-25,False
12831,Corporate,8067.01,Partner,UK,2009-03-01,True
12896,Wholesale,4086.19,Partner,Other Europe,2009-09-06,False
15290,Corporate,5347.23,Online,UK,2009-10-06,False
16404,Wholesale,3971.56,Direct Sales,UK,2009-05-24,False
15184,Corporate,3437.85,Online,Unknown,2009-06-20,False
12975,Retail,340.16,Direct Sales,UK,2009-07-14,False
17626,Corporate,4731.53,Referral,UK,2009-03-11,False
15427,Corporate,6681.85,Partner,UK,2009-05-20,False
17383,Retail,561.15,Online,France,2009-02-02,False
14470,Corporate,13054.13,Referral,UK,2009-03-26,False
14390,Retail,567.04,Online,France,2009-05-16,False
13077,Retail,380.3,Direct Sales,UK,2009-09-22,False
14690,Retail,811.73,Direct Sales,UK,2009-01-04,False
15951,Wholesale,2884.16,Referral,Unknown,2009-11-09,True
15064,Corporate,7098.83,Direct Sales,UK,2009-09-26,False
14563,Retail,398.53,Online,France,2009-01-30,False
12756,Retail,137.51,Online,Other Europe,2009-11-10,False
12866,Corporate,3083.93,Online,UK,2009-05-06,False
12377,Retail,83.69,Online,France,2009-03-10,False
18275,Corporate,3602.69,Online,UK,2009-07-15,False
18133,Wholesale,2558.79,Partner,UK,2009-07-02,False
13964,Retail,133.46,Online,UK,2009-02-10,False
15819,Retail,614.12,Online,UK,2009-05-01,True
17941,Wholesale,1626.09,Online,France,2009-07-23,False
17789,Corporate,8067.01,Online,EIRE,2009-06-18,True
17500,Retail,506.42,Online,Other Europe,2009-08-08,False
15056,Retail,351.89,Partner,UK,2009-07-15,False
12441,Wholesale,828.51,Trade Show,UK,2009-11-04,False
15652,Retail,60.54,Online,UK,2009-02-01,False
16802,Wholesale,3706.61,Referral,UK,2009-08-17,False
17042,Corporate,7435.71,Online,UK,2009-08-27,False
12520,Retail,614.12,Online,UK,2009-12-19,True
17697,Retail,548.78,Online,UK,2009-10-13,False
13034,Corporate,2719.32,Online,Netherlands,2009-08-07,False
16582,Corporate,6809.99,Online,Unknown,2009-05-08,False
13896,Corporate,14045.61,Online,UK,2009-11-28,False
16493,Corporate,12006.51,Trade Show,EIRE,2009-12-26,False
14877,Retail,457.73,Online,EIRE,2009-09-01,False
13656,Retail,920.47,Partner,Germany,2009-09-17,False
16887,Retail,316.09,Direct Sales,Germany,2009-04-03,False
14904,Retail,946.46,Partner,UK,2009-06-14,False
16750,Retail,60.63,Trade Show,UK,2009-10-24,False
16076,Corporate,14451.86,Referral,UK,2009-01-10,False
15537,Retail,770.8,Direct Sales,Netherlands,2009-01-31,False
13493,Corporate,12246.08,Direct Sales,Netherlands,2009-08-01,False
12954,Corporate,6879.18,Online,UK,2009-06-03,False
15618,Retail,725.85,Online,UK,2009-06-17,False
13465,Retail,334.58,Direct Sales,UK,2009-01-28,False
18154,Retail,260.36,Direct Sales,France,2009-09-30,False
15265,Wholesale,826.79,Referral,EIRE,2009-01-12,False
12422,Wholesale,4031.66,Online,UK,2009-01-23,False
16282,Retail,229.14,Online,UK,2009-11-09,False
16847,Retail,732.61,Direct Sales,UK,2009-11-04,False
17819,Retail,972.76,Partner,Other Europe,2009-10-02,False
15256,Retail,694.13,Trade Show,UK,2009-11-16,False
13508,Retail,516.29,Online,Netherlands,2009-05-19,False
13585,Corporate,7606.92,Direct Sales,UK,2009-10-27,False
14599,Retail,858.02,Referral,UK,2009-07-24,False
14345,Corporate,3228.01,Referral,UK,2009-06-03,False
16146,Retail,616.7,Online,UK,2009-10-16,False
14167,Retail,366.9,Direct Sales,UK,2009-12-27,False
14442,Retail,1050.1,Online,UK,2009-06-03,False
15203,Corporate,7110.91,Online,UK,2009-08-11,False
14488,Retail,354.6,Online,Netherlands,2009-10-13,False
16673,Retail,561.26,Online,EIRE,2009-09-21,False
15456,Wholesale,1649.63,Partner,UK,2009-07-18,False
15971,Retail,687.89,Online,UK,2009-08-10,False
15959,Retail,835.58,Online,UK,2009-02-17,False
12889,Retail,614.12,Direct Sales,UK,2009-05-14,True
13768,Retail,138.32,Online,UK,2009-11-23,False
12548,Corporate,2976.22,Online,Unknown,2009-03-01,False
16921,Retail,789.23,Online,UK,2009-12-17,False
15825,Corporate,6856.36,Online,Germany,2009-08-16,False
15919,Retail,393.22,Direct Sales,UK,2009-03-18,False
16419,Wholesale,3083.91,Online,UK,2009-05-02,False
17512,Retail,968.45,Partner,UK,2009-07-10,False
13011,Wholesale,3790.43,Online,UK,2009-11-11,False
13438,Retail,68.54,Direct Sales,UK,2009-05-09,False
17876,Corporate,3677.93,Direct Sales,France,2009-10-15,False
16113,Retail,628.53,Direct Sales,UK,2009-12-09,False
14987,Corporate,4097.78,Online,EIRE,2009-12-03,False
16406,Corporate,7005.75,Referral,Germany,2009-09-14,False
14084,Corporate,8067.01,Online,Germany,2009-12-20,True
16996,Retail,944.56,Online,UK,2009-03-26,False
15169,Corporate,12999.61,Trade Show,Netherlands,2009-03-25,False
15272,Retail,1171.14,Partner,UK,2009-01-03,False
16299,Wholesale,1356.81,Online,Netherlands,2009-02-03,False
